Schoolid,School_Name,medium,Latitude,Longitude,shift,low_class,High_class,Z_ID,Zone_Name,D_ID,District_name,SchManagement,SchCategory,typeOfSchool
1923027,Sangam Vihar-GBSSS,Hindi,28.49896667,77.23910812,Evening,6,12,1924,Zone-24,19,South,Government,Senior Secondary Schools,Girls
1923031,Neb Sarai-G(Co-ed)SS,Hindi,28.50374778,77.20063156,General,6,10,1924,Zone-24,19,South,Government,Secondary Schools,Girls
1923033,Maidan Garhi-G(Co-ed)SS,Hindi,28.4987227,77.19855357,Evening,6,10,1924,Zone-24,19,South,Government,Secondary Schools,Girls
1923036,Ishani Govt. Sarvodaya Kanya Vidyalaya G-BLOCK SAKET,Hindi,28.52259423,77.2096826,Morning,Nursery,12,1923,Zone-23,19,South,Government,Sarvodaya Sr. Secondary Schools,Boys
1923037,Chirag Delhi-SKV,Hindi,28.54280843,77.22209458,Morning,Nursery,12,1923,Zone-23,19,South,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1923038,Mehrauli Ramanujan-SKV,Hindi,28.5231943,77.1796873,General,Nursery,12,1924,Zone-24,19,South,Government,Sarvodaya Sr. Secondary Schools,Girls
1923041,Hauz Rani-Sr.Sec.SKV (Raja RamMohan Roy),Hindi,28.53002229,77.21298554,Morning,Nursery,12,1923,Zone-23,19,South,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1923042,Deoli-SKV (Bachhan Prasad),Hindi,28.49965274,77.23830555,Morning,Nursery,12,1924,Zone-24,19,South,Government,Sarvodaya Sr. Secondary Schools,Boys
1923044,"Dr. Ambedkar Nagar, Sector IV, No.1-G(Co-ed)SSS",Hindi,28.51828617,77.23397079,General,6,12,1923,Zone-23,19,South,Government,Senior Secondary Schools,Girls
1923047,"Dr. Ambedkar Nagar, Sector V-GGSSS",Hindi,28.51903786,77.24021857,Morning,6,12,1923,Zone-23,19,South,Government,Senior Secondary Schools,Co-ed
1923048,Chattarpur-GGSSS,Hindi,28.50352881,77.1816601,General,6,12,1924,Zone-24,19,South,Government,Senior Secondary Schools,Girls
1923050,"Dr. Ambedkar Nagar, Sector V, No.2-GGSSS",Hindi,28.51969208,77.24180311,Morning,6,12,1923,Zone-23,19,South,Government,Senior Secondary Schools,Boys
1923051,Lado Sarai-GGSS,Hindi,28.52782597,77.19334515,General,6,10,1923,Zone-23,19,South,Government,Secondary Schools,Co-ed
1923046,Malviya Nagar-SKV,Hindi,28.53239982,77.20729626,Morning,Nursery,12,1923,Zone-23,19,South,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1923052,Sangam Vihar-GGSSS,Hindi,28.49891109,77.23921296,Morning,6,12,1924,Zone-24,19,South,Government,Senior Secondary Schools,Co-ed
1923055,"Pushp Vihar, M.B.Road-GGSSS",Hindi,28.52424892,77.22190546,Morning,6,12,1923,Zone-23,19,South,Government,Senior Secondary Schools,Boys
1923056,"Saket, Block J-SBV (Vir Chander Singh Garhwali)",Hindi,28.52376998,77.21344898,General,Nursery,12,1923,Zone-23,19,South,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1923057,"Begumpur, MMTC/STC Colony-S(Co-ed)V",Hindi,28.53339412,77.20029772,General,Nursery,12,1923,Zone-23,19,South,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1923058,"Pushp Vihar, M.B.Road-GBSSS",Hindi,28.52452095,77.22202523,Evening,6,12,1923,Zone-23,19,South,Government,Senior Secondary Schools,Co-ed
1923059,Fatehpur Beri-SKV (Priya Darshani),Hindi,28.4584672,77.18333915,General,Nursery,12,1924,Zone-24,19,South,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1923060," Dr. Ambedkar Nagar, Sector IV, No.3- S(Co-ed)V",Hindi,28.51883036,77.23443806,General,Nursery,12,1923,Zone-23,19,South,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1923061,Sultanpur-SKV,Hindi,28.49457107,77.16400521,Morning,Nursery,12,1924,Zone-24,19,South,Government,Sarvodaya Sr. Secondary Schools,Boys
1923064,Mandi Village - SKV,Hindi,28.4475596,77.14557547,General,Nursery,12,1924,Zone-24,19,South,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1923066,"Dr. Ambedkar Nagar, Sector V, No.3-GBSSS",Hindi,28.51965383,77.24192231,Evening,6,12,1923,Zone-23,19,South,Government,Senior Secondary Schools,Co-ed
1923068,"Saket, Block G-GBSSS",Hindi,28.52277819,77.20915995,Evening,6,12,1923,Zone-23,19,South,Government,Senior Secondary Schools,Boys
1923069,"Khanpur, No.2-GBSS",Hindi,28.51005164,77.22810111,Evening,6,10,1924,Zone-24,19,South,Government,Secondary Schools,Co-ed
1923070,"Mehrauli, No.3-GBSS",English,28.523614,77.179304,General,6,10,1924,Zone-24,19,South,Government,Secondary Schools,Girls
1923062,Khanpur-SKV (Hakikat Rai),English,28.51023976,77.22828186,Morning,Nursery,12,1924,Zone-24,19,South,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1923071,"Pushp Vihar, M.B.Road-SKV",English,28.52510011,77.22130752,General,Nursery,12,1923,Zone-23,19,South,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1923072,"Begumpur, MMTC/STC Colony-GGSS",English,28.533691,77.203686,General,6,10,1923,Zone-23,19,South,Government,Secondary Schools,Co-ed
1923063,AYA NAGAR-SKV,English,28.477146,77.129801,Morning,Nursery,12,1924,Zone-24,19,South,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1923078,"Dr. Ambedkar Nagar, Sector V, No.1-GGSS",English,28.51925136,77.24182771,Morning,6,10,1923,Zone-23,19,South,Government,Secondary Schools,Co-ed
1923079,"Mehrauli, No.2- SKV",English,28.52661145,77.18451913,Morning,Nursery,12,1924,Zone-24,19,South,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1923080,"Dr. Ambedkar Nagar, Tigri- GGSSS",English,28.51774145,77.23359224,Morning,6,12,1923,Zone-23,19,South,Government,Senior Secondary Schools,Co-ed
1923081,"Chattarpur, Acharya Tulsi  SBV",English,28.50323748,77.182939,General,Nursery,12,1924,Zone-24,19,South,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1923208,Andhra Education Society Dr. K. Ramesh Babu  Memorial School,English,28.5304311,77.22420254,Morning,Nursery,12,1923,Zone-23,19,South,Aided,Sarvodaya Sr. Secondary Schools,Co-ed
1923346,"Sangam Vihar, J-Block- SKV",English,28.493397,77.241495,Morning,Nursery,10,2229,Zone-29,22,South East,Government,Sarvodaya Secondary Schools,Co-ed
1923351,"Dr. Ambedkar Nagar,Sector-V(Dashinpuri Extension)-SV",English,28.51487659,77.23636655,General,Nursery,12,1923,Zone-23,19,South,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1923354,"GBSSS, AYA NAGAR",English,28.47698048,77.12997346,General,6,12,1924,Zone-24,19,South,Government,Senior Secondary Schools,Co-ed
1923355,Sultanpur-GBSSS,English,28.49452693,77.16416861,Evening,6,12,1924,Zone-24,19,South,Government,Senior Secondary Schools,Co-ed
1923357,"Sangam Vihar,J-Block - SBV",English,28.49296319,77.24177556,Evening,Nursery,10,2229,Zone-29,22,South East,Government,Sarvodaya Secondary Schools,Co-ed
1923358,Mandi Village- GBSSS,English,28.447263,77.145025,General,6,12,1924,Zone-24,19,South,Government,Senior Secondary Schools,Co-ed
1923359,Jonapur - SBV,English,28.458101,77.150572,Evening,Nursery,12,1924,Zone-24,19,South,Government,Sarvodaya Sr. Secondary Schools,Boys
1923360,"Sarvodaya Bal Vidyalaya, Dera Village, New Delhi",English,28.433418,77.181447,General,Nursery,12,1924,Zone-24,19,South,Government,Sarvodaya Sr. Secondary Schools,Boys
1923393,"Dr. Ambedkar Nagar, Sector IV, No.2- SBV",English,28.52105682,77.23551287,Evening,Nursery,12,1923,Zone-23,19,South,Government,Sarvodaya Sr. Secondary Schools,Boys
1923395,"Saket, Block J- GBSSS",English,28.52376998,77.21344898,Evening,6,12,1923,Zone-23,19,South,Government,Senior Secondary Schools,Boys
1924001,Sriniwaspuri-SBV (Govind Ballabh Pant),English,28.56341822,77.25507982,General,Nursery,12,2225,Zone-25,22,South East,Government,Sarvodaya Sr. Secondary Schools,Boys
1924003,Ali Ganj-SV,English,28.58052988,77.22136418,General,Nursery,12,2225,Zone-25,22,South East,Government,Sarvodaya Sr. Secondary Schools,Boys
1924004,Jangpura-GBSSS,English,28.58344109,77.24201035,Evening,6,12,2225,Zone-25,22,South East,Government,Senior Secondary Schools,Co-ed
1924009,Sadiq Nagar-SBV,English,28.55635816,77.22301739,General,Nursery,12,2225,Zone-25,22,South East,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1924014,"Govt. Sarvodaya Co-ed Vidyalaya, Varun Marg, Defence Colony-1924014",English,28.57368552,77.23345275,General,6,12,2225,Zone-25,22,South East,Government,Senior Secondary Schools,Girls
1924018,Sarai Kale Khan-GBSS,English,28.580005,77.2659756,General,6,10,2225,Zone-25,22,South East,Government,Secondary Schools,Girls
1924023,GEORGI STOIKOV RAKOVSKI SARVODAYA KANYA VIDYALAYA C-BLOCK DEFENCE COLONY,English,28.569494,77.2275905,General,Nursery,12,2225,Zone-25,22,South East,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1924025,"Defence Colony, Block A- SN SKV",English,28.57805284,77.23135348,General,Nursery,12,2225,Zone-25,22,South East,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1924027,"East of Kailash, No.2-SKV",English,28.55582769,77.24652196,General,Nursery,12,2225,Zone-25,22,South East,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1924031,Sriniwaspuri-GGSSS,English,28.56370951,77.25598145,General,6,12,2225,Zone-25,22,South East,Government,Senior Secondary Schools,Girls
1924032,"East of Kailash, No.1-GGSSS",English,28.5558912,77.24666307,General,6,12,2225,Zone-25,22,South East,Government,Senior Secondary Schools,Girls
1924033,Andrews Ganj- SKV,English,28.56485957,77.22862765,General,Nursery,12,2225,Zone-25,22,South East,Government,Sarvodaya Sr. Secondary Schools,Girls
1924037,Jungpura-SKV (Kamla Nehru),English,28.58260953,77.24202221,Morning,Nursery,12,2225,Zone-25,22,South East,Government,Sarvodaya Sr. Secondary Schools,Girls
1924038,INA Colony- RPVV,English,28.5694593,77.2275995,General,6,12,2225,Zone-25,22,South East,Government,Partibha Vikas Vidhyalya,Girls
1924039,Kidwai Nagar- Sarvodaya Vidyalaya (Rani Durgawati),English,28.57569346,77.21448846,General,Nursery,12,2225,Zone-25,22,South East,Government,Sarvodaya Sr. Secondary Schools,Girls
1924041,Nehru Nagar-G(Co-ed)SSS,English,28.57236956,77.25096835,General,6,12,2225,Zone-25,22,South East,Government,Senior Secondary Schools,Girls
1924042,"Garhi, Jharia Maria-GBSS",English,28.55630123,77.25177402,General,6,10,2225,Zone-25,22,South East,Government,Secondary Schools,Co-ed
1924043,Hari Nagar Ashram-S(Co-ed) V,English,28.57712417,77.26138359,General,Nursery,12,2225,Zone-25,22,South East,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1924044,Jungpura-S(Co-ed)V,English,28.57964247,77.25075123,General,Nursery,12,2225,Zone-25,22,South East,Government,Sarvodaya Sr. Secondary Schools,Boys
1924115,Jungpura-D. A. V. Sr. Sec. School,English,28.58036603,77.24824481,Morning,6,12,2225,Zone-25,22,South East,Aided,Senior Secondary Schools,Girls
