state_name,state_code,district_name,district_code,number_of_schools,number_of_teachers,students_surveyed,learning_outcome_code,performance,subject,grade,learning_outcome,latitude,longitude
Delhi,10,West B,746,56,219,705,M801,34.44893973,Math,Grade 8,"Generalizes properties of addition, subtraction, multiplication and division of rational numbers through patterns",28.6196,77.0881
Delhi,10,West A,85,57,213,776,M801,32.04665456,Math,Grade 8,"Generalizes properties of addition, subtraction, multiplication and division of rational numbers through patterns",28.6246,77.2987
Delhi,10,North,80,62,248,804,M801,33.36904061,Math,Grade 8,"Generalizes properties of addition, subtraction, multiplication and division of rational numbers through patterns",28.6859,77.2148
Delhi,10,Central,77,62,245,836,M801,35.83601521,Math,Grade 8,"Generalizes properties of addition, subtraction, multiplication and division of rational numbers through patterns",28.6859,77.2148
Delhi,10,North East,741,53,196,659,M801,30.2378221,Math,Grade 8,"Generalizes properties of addition, subtraction, multiplication and division of rational numbers through patterns",28.7133,77.257
Delhi,10,North West A,82,57,219,746,M801,32.94083891,Math,Grade 8,"Generalizes properties of addition, subtraction, multiplication and division of rational numbers through patterns",28.7186,77.0685
Delhi,10,North West B,742,57,219,750,M801,37.88663642,Math,Grade 8,"Generalizes properties of addition, subtraction, multiplication and division of rational numbers through patterns",28.7373,77.091
Delhi,10,South,743,30,80,721,EVS307,56.99,Evs,Grade 3,"Groups objects, birds, animals, features, activities according to differences/ similarities using different senses. (e.g. appearance/place of living/ food/ movement/ likes-dislikes/ any other features)",28.5436,77.2706
Delhi,10,South East,744,34,98,780,EVS307,58.48,Evs,Grade 3,"Groups objects, birds, animals, features, activities according to differences/ similarities using different senses. (e.g. appearance/place of living/ food/ movement/ likes-dislikes/ any other features)",28.563,77.2611
Delhi,10,New Delhi,79,33,96,841,EVS307,51.76,Evs,Grade 3,"Groups objects, birds, animals, features, activities according to differences/ similarities using different senses. (e.g. appearance/place of living/ food/ movement/ likes-dislikes/ any other features)",28.5669,77.1295
Delhi,10,South West A,84,40,108,996,EVS307,56.89,Evs,Grade 3,"Groups objects, birds, animals, features, activities according to differences/ similarities using different senses. (e.g. appearance/place of living/ food/ movement/ likes-dislikes/ any other features)",28.5929,77.0346
Delhi,10,South West B,745,30,83,817,EVS307,52.38,Evs,Grade 3,"Groups objects, birds, animals, features, activities according to differences/ similarities using different senses. (e.g. appearance/place of living/ food/ movement/ likes-dislikes/ any other features)",28.6122,76.9865
Delhi,10,East,740,36,98,900,EVS307,59.73,Evs,Grade 3,"Groups objects, birds, animals, features, activities according to differences/ similarities using different senses. (e.g. appearance/place of living/ food/ movement/ likes-dislikes/ any other features)",28.6146,77.2959
Delhi,10,West B,746,28,84,733,EVS307,54.29,Evs,Grade 3,"Groups objects, birds, animals, features, activities according to differences/ similarities using different senses. (e.g. appearance/place of living/ food/ movement/ likes-dislikes/ any other features)",28.6196,77.0881
Delhi,10,West A,85,31,86,740,EVS307,51.06,Evs,Grade 3,"Groups objects, birds, animals, features, activities according to differences/ similarities using different senses. (e.g. appearance/place of living/ food/ movement/ likes-dislikes/ any other features)",28.6246,77.2987
Delhi,10,North,80,32,89,747,EVS307,58.92,Evs,Grade 3,"Groups objects, birds, animals, features, activities according to differences/ similarities using different senses. (e.g. appearance/place of living/ food/ movement/ likes-dislikes/ any other features)",28.6859,77.2148
Delhi,10,Central,77,31,76,637,EVS307,51.96,Evs,Grade 3,"Groups objects, birds, animals, features, activities according to differences/ similarities using different senses. (e.g. appearance/place of living/ food/ movement/ likes-dislikes/ any other features)",28.6859,77.2148
Delhi,10,North East,741,28,65,623,EVS307,48.83,Evs,Grade 3,"Groups objects, birds, animals, features, activities according to differences/ similarities using different senses. (e.g. appearance/place of living/ food/ movement/ likes-dislikes/ any other features)",28.7133,77.257
Delhi,10,North West A,82,29,75,654,EVS307,56.03,Evs,Grade 3,"Groups objects, birds, animals, features, activities according to differences/ similarities using different senses. (e.g. appearance/place of living/ food/ movement/ likes-dislikes/ any other features)",28.7186,77.0685
Delhi,10,North West B,742,29,82,809,EVS307,51.98,Evs,Grade 3,"Groups objects, birds, animals, features, activities according to differences/ similarities using different senses. (e.g. appearance/place of living/ food/ movement/ likes-dislikes/ any other features)",28.7373,77.091
Delhi,10,South,743,30,75,698,EVS506,45.14612499,Evs,Grade 5,"Groups objects, materials, activities for features/properties such as shape, taste, color , texture, sound, traits etc.",28.5436,77.2706
Delhi,10,South East,744,34,98,756,EVS506,38.95916912,Evs,Grade 5,"Groups objects, materials, activities for features/properties such as shape, taste, color , texture, sound, traits etc.",28.563,77.2611
Delhi,10,New Delhi,79,34,98,899,EVS506,46.55716644,Evs,Grade 5,"Groups objects, materials, activities for features/properties such as shape, taste, color , texture, sound, traits etc.",28.5669,77.1295
Delhi,10,South West A,84,41,115,1099,EVS506,47.85152253,Evs,Grade 5,"Groups objects, materials, activities for features/properties such as shape, taste, color , texture, sound, traits etc.",28.5929,77.0346
Delhi,10,South West B,745,27,77,737,EVS506,43.44639528,Evs,Grade 5,"Groups objects, materials, activities for features/properties such as shape, taste, color , texture, sound, traits etc.",28.6122,76.9865
Delhi,10,East,740,34,93,941,EVS506,43.2936085,Evs,Grade 5,"Groups objects, materials, activities for features/properties such as shape, taste, color , texture, sound, traits etc.",28.6146,77.2959
Delhi,10,West B,746,28,89,746,EVS506,43.11389148,Evs,Grade 5,"Groups objects, materials, activities for features/properties such as shape, taste, color , texture, sound, traits etc.",28.6196,77.0881
Delhi,10,West A,85,30,85,781,EVS506,45.20431668,Evs,Grade 5,"Groups objects, materials, activities for features/properties such as shape, taste, color , texture, sound, traits etc.",28.6246,77.2987
Delhi,10,North,80,31,94,772,EVS506,42.20072014,Evs,Grade 5,"Groups objects, materials, activities for features/properties such as shape, taste, color , texture, sound, traits etc.",28.6859,77.2148
Delhi,10,Central,77,30,82,689,EVS506,44.29980319,Evs,Grade 5,"Groups objects, materials, activities for features/properties such as shape, taste, color , texture, sound, traits etc.",28.6859,77.2148
Delhi,10,North East,741,28,66,674,EVS506,36.0196991,Evs,Grade 5,"Groups objects, materials, activities for features/properties such as shape, taste, color , texture, sound, traits etc.",28.7133,77.257
Delhi,10,North West A,82,28,71,711,EVS506,39.708911,Evs,Grade 5,"Groups objects, materials, activities for features/properties such as shape, taste, color , texture, sound, traits etc.",28.7186,77.0685
Delhi,10,North West B,742,31,85,856,EVS506,46.19958126,Evs,Grade 5,"Groups objects, materials, activities for features/properties such as shape, taste, color , texture, sound, traits etc.",28.7373,77.091
Delhi,10,South,743,30,75,698,EVS508,44.73252858,Evs,Grade 5,"Guesses (properties, conditions of phenomena), estimates spatial quantities (distance, area, volume, weight etc. ) and time in simple standard units and verifies using simple tools/set ups",28.5436,77.2706
Delhi,10,South East,744,34,98,756,EVS508,37.10962939,Evs,Grade 5,"Guesses (properties, conditions of phenomena), estimates spatial quantities (distance, area, volume, weight etc. ) and time in simple standard units and verifies using simple tools/set ups",28.563,77.2611
Delhi,10,New Delhi,79,34,98,899,EVS508,44.93283954,Evs,Grade 5,"Guesses (properties, conditions of phenomena), estimates spatial quantities (distance, area, volume, weight etc. ) and time in simple standard units and verifies using simple tools/set ups",28.5669,77.1295
Delhi,10,South West A,84,41,115,1099,EVS508,42.09654966,Evs,Grade 5,"Guesses (properties, conditions of phenomena), estimates spatial quantities (distance, area, volume, weight etc. ) and time in simple standard units and verifies using simple tools/set ups",28.5929,77.0346
Delhi,10,South West B,745,27,77,737,EVS508,39.51733816,Evs,Grade 5,"Guesses (properties, conditions of phenomena), estimates spatial quantities (distance, area, volume, weight etc. ) and time in simple standard units and verifies using simple tools/set ups",28.6122,76.9865
Delhi,10,East,740,34,93,941,EVS508,42.63043461,Evs,Grade 5,"Guesses (properties, conditions of phenomena), estimates spatial quantities (distance, area, volume, weight etc. ) and time in simple standard units and verifies using simple tools/set ups",28.6146,77.2959
Delhi,10,West B,746,28,89,746,EVS508,40.65086355,Evs,Grade 5,"Guesses (properties, conditions of phenomena), estimates spatial quantities (distance, area, volume, weight etc. ) and time in simple standard units and verifies using simple tools/set ups",28.6196,77.0881
Delhi,10,West A,85,30,85,781,EVS508,41.41137681,Evs,Grade 5,"Guesses (properties, conditions of phenomena), estimates spatial quantities (distance, area, volume, weight etc. ) and time in simple standard units and verifies using simple tools/set ups",28.6246,77.2987
Delhi,10,North,80,31,94,772,EVS508,36.88964296,Evs,Grade 5,"Guesses (properties, conditions of phenomena), estimates spatial quantities (distance, area, volume, weight etc. ) and time in simple standard units and verifies using simple tools/set ups",28.6859,77.2148
Delhi,10,Central,77,30,82,689,EVS508,40.34381293,Evs,Grade 5,"Guesses (properties, conditions of phenomena), estimates spatial quantities (distance, area, volume, weight etc. ) and time in simple standard units and verifies using simple tools/set ups",28.6859,77.2148
Delhi,10,North East,741,28,66,674,EVS508,33.16550792,Evs,Grade 5,"Guesses (properties, conditions of phenomena), estimates spatial quantities (distance, area, volume, weight etc. ) and time in simple standard units and verifies using simple tools/set ups",28.7133,77.257
Delhi,10,North West A,82,28,71,711,EVS508,36.67514986,Evs,Grade 5,"Guesses (properties, conditions of phenomena), estimates spatial quantities (distance, area, volume, weight etc. ) and time in simple standard units and verifies using simple tools/set ups",28.7186,77.0685
Delhi,10,North West B,742,31,85,856,EVS508,43.94151709,Evs,Grade 5,"Guesses (properties, conditions of phenomena), estimates spatial quantities (distance, area, volume, weight etc. ) and time in simple standard units and verifies using simple tools/set ups",28.7373,77.091
Delhi,10,South,743,30,80,721,EVS310,62.09,Evs,Grade 3,"Guesses properties, estimates quantities of materials/activities in daily life and verifies using symbols/non-standard units",28.5436,77.2706
Delhi,10,South East,744,34,98,780,EVS310,55.58,Evs,Grade 3,"Guesses properties, estimates quantities of materials/activities in daily life and verifies using symbols/non-standard units",28.563,77.2611
Delhi,10,New Delhi,79,33,96,841,EVS310,57.78,Evs,Grade 3,"Guesses properties, estimates quantities of materials/activities in daily life and verifies using symbols/non-standard units",28.5669,77.1295
Delhi,10,South West A,84,40,108,996,EVS310,61.32,Evs,Grade 3,"Guesses properties, estimates quantities of materials/activities in daily life and verifies using symbols/non-standard units",28.5929,77.0346
Delhi,10,South West B,745,30,83,817,EVS310,52.35,Evs,Grade 3,"Guesses properties, estimates quantities of materials/activities in daily life and verifies using symbols/non-standard units",28.6122,76.9865
Delhi,10,East,740,36,98,900,EVS310,57.99,Evs,Grade 3,"Guesses properties, estimates quantities of materials/activities in daily life and verifies using symbols/non-standard units",28.6146,77.2959
Delhi,10,West B,746,28,84,733,EVS310,54.46,Evs,Grade 3,"Guesses properties, estimates quantities of materials/activities in daily life and verifies using symbols/non-standard units",28.6196,77.0881
Delhi,10,West A,85,31,86,740,EVS310,51.32,Evs,Grade 3,"Guesses properties, estimates quantities of materials/activities in daily life and verifies using symbols/non-standard units",28.6246,77.2987
Delhi,10,North,80,32,89,747,EVS310,64.41,Evs,Grade 3,"Guesses properties, estimates quantities of materials/activities in daily life and verifies using symbols/non-standard units",28.6859,77.2148
Delhi,10,Central,77,31,76,637,EVS310,53.5,Evs,Grade 3,"Guesses properties, estimates quantities of materials/activities in daily life and verifies using symbols/non-standard units",28.6859,77.2148
Delhi,10,North East,741,28,65,623,EVS310,49.77,Evs,Grade 3,"Guesses properties, estimates quantities of materials/activities in daily life and verifies using symbols/non-standard units",28.7133,77.257
Delhi,10,North West A,82,29,75,654,EVS310,50.56,Evs,Grade 3,"Guesses properties, estimates quantities of materials/activities in daily life and verifies using symbols/non-standard units",28.7186,77.0685
Delhi,10,North West B,742,29,82,809,EVS310,54.84,Evs,Grade 3,"Guesses properties, estimates quantities of materials/activities in daily life and verifies using symbols/non-standard units",28.7373,77.091
Delhi,10,South,743,30,75,698,M506,34.76665442,Math,Grade 5,Identifies and forms equivalent fractions of a given fraction,28.5436,77.2706
Delhi,10,South East,744,34,98,756,M506,29.83633861,Math,Grade 5,Identifies and forms equivalent fractions of a given fraction,28.563,77.2611
Delhi,10,New Delhi,79,34,98,899,M506,36.24840138,Math,Grade 5,Identifies and forms equivalent fractions of a given fraction,28.5669,77.1295
Delhi,10,South West A,84,41,115,1099,M506,35.49675467,Math,Grade 5,Identifies and forms equivalent fractions of a given fraction,28.5929,77.0346
Delhi,10,South West B,745,27,77,737,M506,32.67068699,Math,Grade 5,Identifies and forms equivalent fractions of a given fraction,28.6122,76.9865
Delhi,10,East,740,34,93,941,M506,34.05601457,Math,Grade 5,Identifies and forms equivalent fractions of a given fraction,28.6146,77.2959
Delhi,10,West B,746,28,89,746,M506,28.90523391,Math,Grade 5,Identifies and forms equivalent fractions of a given fraction,28.6196,77.0881
Delhi,10,West A,85,30,85,781,M506,33.30022068,Math,Grade 5,Identifies and forms equivalent fractions of a given fraction,28.6246,77.2987
Delhi,10,North,80,31,94,772,M506,28.9961781,Math,Grade 5,Identifies and forms equivalent fractions of a given fraction,28.6859,77.2148
Delhi,10,Central,77,30,82,689,M506,34.81336118,Math,Grade 5,Identifies and forms equivalent fractions of a given fraction,28.6859,77.2148
Delhi,10,North East,741,28,66,674,M506,28.97706793,Math,Grade 5,Identifies and forms equivalent fractions of a given fraction,28.7133,77.257
Delhi,10,North West A,82,28,71,711,M506,31.06697541,Math,Grade 5,Identifies and forms equivalent fractions of a given fraction,28.7186,77.0685
Delhi,10,North West B,742,31,85,856,M506,34.99321364,Math,Grade 5,Identifies and forms equivalent fractions of a given fraction,28.7373,77.091
Delhi,10,South,743,30,80,721,M309,37.03,Math,Grade 3,"Identifies and makes 2D-shapes by paper folding. paper cutting on the dot grid, using straight lines etc.",28.5436,77.2706
Delhi,10,South East,744,34,98,780,M309,30.78,Math,Grade 3,"Identifies and makes 2D-shapes by paper folding. paper cutting on the dot grid, using straight lines etc.",28.563,77.2611
Delhi,10,New Delhi,79,33,96,841,M309,29,Math,Grade 3,"Identifies and makes 2D-shapes by paper folding. paper cutting on the dot grid, using straight lines etc.",28.5669,77.1295
Delhi,10,South West A,84,40,108,996,M309,36.93,Math,Grade 3,"Identifies and makes 2D-shapes by paper folding. paper cutting on the dot grid, using straight lines etc.",28.5929,77.0346
Delhi,10,South West B,745,30,83,817,M309,30.31,Math,Grade 3,"Identifies and makes 2D-shapes by paper folding. paper cutting on the dot grid, using straight lines etc.",28.6122,76.9865
Delhi,10,East,740,36,98,900,M309,34,Math,Grade 3,"Identifies and makes 2D-shapes by paper folding. paper cutting on the dot grid, using straight lines etc.",28.6146,77.2959
Delhi,10,West B,746,28,84,733,M309,33.18,Math,Grade 3,"Identifies and makes 2D-shapes by paper folding. paper cutting on the dot grid, using straight lines etc.",28.6196,77.0881
Delhi,10,West A,85,31,86,740,M309,32.47,Math,Grade 3,"Identifies and makes 2D-shapes by paper folding. paper cutting on the dot grid, using straight lines etc.",28.6246,77.2987
Delhi,10,North,80,32,89,747,M309,39.68,Math,Grade 3,"Identifies and makes 2D-shapes by paper folding. paper cutting on the dot grid, using straight lines etc.",28.6859,77.2148
Delhi,10,Central,77,31,76,637,M309,37.6,Math,Grade 3,"Identifies and makes 2D-shapes by paper folding. paper cutting on the dot grid, using straight lines etc.",28.6859,77.2148
Delhi,10,North East,741,28,65,623,M309,34.91,Math,Grade 3,"Identifies and makes 2D-shapes by paper folding. paper cutting on the dot grid, using straight lines etc.",28.7133,77.257
Delhi,10,North West A,82,29,75,654,M309,31.14,Math,Grade 3,"Identifies and makes 2D-shapes by paper folding. paper cutting on the dot grid, using straight lines etc.",28.7186,77.0685
Delhi,10,North West B,742,29,82,809,M309,29.98,Math,Grade 3,"Identifies and makes 2D-shapes by paper folding. paper cutting on the dot grid, using straight lines etc.",28.7373,77.091
Delhi,10,South,743,57,274,649,SST1007,62.74625553,Sst,Grade 10,"Identifies assumptions, biases, prejudices, or stereotypes about various aspects.",28.5436,77.2706
Delhi,10,South East,744,70,349,767,SST1007,57.55819401,Sst,Grade 10,"Identifies assumptions, biases, prejudices, or stereotypes about various aspects.",28.563,77.2611
Delhi,10,New Delhi,79,57,275,658,SST1007,64.88265056,Sst,Grade 10,"Identifies assumptions, biases, prejudices, or stereotypes about various aspects.",28.5669,77.1295
Delhi,10,South West A,84,72,349,791,SST1007,64.02253971,Sst,Grade 10,"Identifies assumptions, biases, prejudices, or stereotypes about various aspects.",28.5929,77.0346
Delhi,10,South West B,745,62,308,718,SST1007,61.74865149,Sst,Grade 10,"Identifies assumptions, biases, prejudices, or stereotypes about various aspects.",28.6122,76.9865
Delhi,10,East,740,67,329,794,SST1007,62.68202975,Sst,Grade 10,"Identifies assumptions, biases, prejudices, or stereotypes about various aspects.",28.6146,77.2959
Delhi,10,West B,746,66,322,721,SST1007,63.71708562,Sst,Grade 10,"Identifies assumptions, biases, prejudices, or stereotypes about various aspects.",28.6196,77.0881
Delhi,10,West A,85,67,329,757,SST1007,58.63732165,Sst,Grade 10,"Identifies assumptions, biases, prejudices, or stereotypes about various aspects.",28.6246,77.2987
Delhi,10,North,80,76,371,840,SST1007,62.74473272,Sst,Grade 10,"Identifies assumptions, biases, prejudices, or stereotypes about various aspects.",28.6859,77.2148
Delhi,10,Central,77,71,358,803,SST1007,63.86269204,Sst,Grade 10,"Identifies assumptions, biases, prejudices, or stereotypes about various aspects.",28.6859,77.2148
Delhi,10,North East,741,60,276,643,SST1007,52.11256971,Sst,Grade 10,"Identifies assumptions, biases, prejudices, or stereotypes about various aspects.",28.7133,77.257
Delhi,10,North West A,82,66,320,723,SST1007,57.33462422,Sst,Grade 10,"Identifies assumptions, biases, prejudices, or stereotypes about various aspects.",28.7186,77.0685
Delhi,10,North West B,742,66,323,760,SST1007,62.13012077,Sst,Grade 10,"Identifies assumptions, biases, prejudices, or stereotypes about various aspects.",28.7373,77.091
Delhi,10,South,743,30,80,721,EVS309,64.45,Evs,Grade 3,"Identifies directions, location of objects/places in simple maps using signs/symbols/ verbally",28.5436,77.2706
Delhi,10,South East,744,34,98,780,EVS309,64.33,Evs,Grade 3,"Identifies directions, location of objects/places in simple maps using signs/symbols/ verbally",28.563,77.2611
Delhi,10,New Delhi,79,33,96,841,EVS309,62.69,Evs,Grade 3,"Identifies directions, location of objects/places in simple maps using signs/symbols/ verbally",28.5669,77.1295
Delhi,10,South West A,84,40,108,996,EVS309,64.7,Evs,Grade 3,"Identifies directions, location of objects/places in simple maps using signs/symbols/ verbally",28.5929,77.0346
Delhi,10,South West B,745,30,83,817,EVS309,52.56,Evs,Grade 3,"Identifies directions, location of objects/places in simple maps using signs/symbols/ verbally",28.6122,76.9865
Delhi,10,East,740,36,98,900,EVS309,61.07,Evs,Grade 3,"Identifies directions, location of objects/places in simple maps using signs/symbols/ verbally",28.6146,77.2959
Delhi,10,West B,746,28,84,733,EVS309,57.73,Evs,Grade 3,"Identifies directions, location of objects/places in simple maps using signs/symbols/ verbally",28.6196,77.0881
Delhi,10,West A,85,31,86,740,EVS309,55.14,Evs,Grade 3,"Identifies directions, location of objects/places in simple maps using signs/symbols/ verbally",28.6246,77.2987
Delhi,10,North,80,32,89,747,EVS309,60.08,Evs,Grade 3,"Identifies directions, location of objects/places in simple maps using signs/symbols/ verbally",28.6859,77.2148
Delhi,10,Central,77,31,76,637,EVS309,59.21,Evs,Grade 3,"Identifies directions, location of objects/places in simple maps using signs/symbols/ verbally",28.6859,77.2148
Delhi,10,North East,741,28,65,623,EVS309,52.23,Evs,Grade 3,"Identifies directions, location of objects/places in simple maps using signs/symbols/ verbally",28.7133,77.257
Delhi,10,North West A,82,29,75,654,EVS309,57.23,Evs,Grade 3,"Identifies directions, location of objects/places in simple maps using signs/symbols/ verbally",28.7186,77.0685
Delhi,10,North West B,742,29,82,809,EVS309,62.5,Evs,Grade 3,"Identifies directions, location of objects/places in simple maps using signs/symbols/ verbally",28.7373,77.091
Delhi,10,South,743,50,193,691,SST605,38.10091355,Sst,Grade 8,"Identifies latitudes and longitudes, e.g., poles, equator, tropics, States /Ws of India and other neighboring countries on globe and the world map",28.5436,77.2706
Delhi,10,South East,744,62,247,785,SST605,39.57013177,Sst,Grade 8,"Identifies latitudes and longitudes, e.g., poles, equator, tropics, States /Ws of India and other neighboring countries on globe and the world map",28.563,77.2611
Delhi,10,New Delhi,79,55,216,728,SST605,44.03650394,Sst,Grade 8,"Identifies latitudes and longitudes, e.g., poles, equator, tropics, States /Ws of India and other neighboring countries on globe and the world map",28.5669,77.1295
Delhi,10,South West A,84,67,253,859,SST605,42.09470136,Sst,Grade 8,"Identifies latitudes and longitudes, e.g., poles, equator, tropics, States /Ws of India and other neighboring countries on globe and the world map",28.5929,77.0346
Delhi,10,South West B,745,51,204,720,SST605,46.11828852,Sst,Grade 8,"Identifies latitudes and longitudes, e.g., poles, equator, tropics, States /Ws of India and other neighboring countries on globe and the world map",28.6122,76.9865
Delhi,10,East,740,62,239,860,SST605,41.86123578,Sst,Grade 8,"Identifies latitudes and longitudes, e.g., poles, equator, tropics, States /Ws of India and other neighboring countries on globe and the world map",28.6146,77.2959
Delhi,10,West B,746,56,219,705,SST605,38.90899022,Sst,Grade 8,"Identifies latitudes and longitudes, e.g., poles, equator, tropics, States /Ws of India and other neighboring countries on globe and the world map",28.6196,77.0881
Delhi,10,West A,85,57,213,776,SST605,35.23474107,Sst,Grade 8,"Identifies latitudes and longitudes, e.g., poles, equator, tropics, States /Ws of India and other neighboring countries on globe and the world map",28.6246,77.2987
Delhi,10,North,80,62,248,804,SST605,36.84008309,Sst,Grade 8,"Identifies latitudes and longitudes, e.g., poles, equator, tropics, States /Ws of India and other neighboring countries on globe and the world map",28.6859,77.2148
Delhi,10,Central,77,62,245,836,SST605,37.20921336,Sst,Grade 8,"Identifies latitudes and longitudes, e.g., poles, equator, tropics, States /Ws of India and other neighboring countries on globe and the world map",28.6859,77.2148
Delhi,10,North East,741,53,196,659,SST605,37.07685103,Sst,Grade 8,"Identifies latitudes and longitudes, e.g., poles, equator, tropics, States /Ws of India and other neighboring countries on globe and the world map",28.7133,77.257
Delhi,10,North West A,82,57,219,746,SST605,39.08746768,Sst,Grade 8,"Identifies latitudes and longitudes, e.g., poles, equator, tropics, States /Ws of India and other neighboring countries on globe and the world map",28.7186,77.0685
Delhi,10,North West B,742,57,219,750,SST605,43.06720967,Sst,Grade 8,"Identifies latitudes and longitudes, e.g., poles, equator, tropics, States /Ws of India and other neighboring countries on globe and the world map",28.7373,77.091
Delhi,10,South,743,30,80,721,EVS304,57.28,Evs,Grade 3,"Identifies objects, signs (vessels, stoves, transport, means of communication, transport, signboards etc.), places (types of houses/shelters, bus stand, petrol pump etc.) activities (works people do, cooking processes, etc.) at home/school/ neighborhoods",28.5436,77.2706
Delhi,10,South East,744,34,98,780,EVS304,59.45,Evs,Grade 3,"Identifies objects, signs (vessels, stoves, transport, means of communication, transport, signboards etc.), places (types of houses/shelters, bus stand, petrol pump etc.) activities (works people do, cooking processes, etc.) at home/school/ neighborhoods",28.563,77.2611
Delhi,10,New Delhi,79,33,96,841,EVS304,55.52,Evs,Grade 3,"Identifies objects, signs (vessels, stoves, transport, means of communication, transport, signboards etc.), places (types of houses/shelters, bus stand, petrol pump etc.) activities (works people do, cooking processes, etc.) at home/school/ neighborhoods",28.5669,77.1295
Delhi,10,South West A,84,40,108,996,EVS304,56.79,Evs,Grade 3,"Identifies objects, signs (vessels, stoves, transport, means of communication, transport, signboards etc.), places (types of houses/shelters, bus stand, petrol pump etc.) activities (works people do, cooking processes, etc.) at home/school/ neighborhoods",28.5929,77.0346
Delhi,10,South West B,745,30,83,817,EVS304,50.67,Evs,Grade 3,"Identifies objects, signs (vessels, stoves, transport, means of communication, transport, signboards etc.), places (types of houses/shelters, bus stand, petrol pump etc.) activities (works people do, cooking processes, etc.) at home/school/ neighborhoods",28.6122,76.9865
Delhi,10,East,740,36,98,900,EVS304,58.02,Evs,Grade 3,"Identifies objects, signs (vessels, stoves, transport, means of communication, transport, signboards etc.), places (types of houses/shelters, bus stand, petrol pump etc.) activities (works people do, cooking processes, etc.) at home/school/ neighborhoods",28.6146,77.2959
Delhi,10,West B,746,28,84,733,EVS304,56.37,Evs,Grade 3,"Identifies objects, signs (vessels, stoves, transport, means of communication, transport, signboards etc.), places (types of houses/shelters, bus stand, petrol pump etc.) activities (works people do, cooking processes, etc.) at home/school/ neighborhoods",28.6196,77.0881
Delhi,10,West A,85,31,86,740,EVS304,54.71,Evs,Grade 3,"Identifies objects, signs (vessels, stoves, transport, means of communication, transport, signboards etc.), places (types of houses/shelters, bus stand, petrol pump etc.) activities (works people do, cooking processes, etc.) at home/school/ neighborhoods",28.6246,77.2987
Delhi,10,North,80,32,89,747,EVS304,61.19,Evs,Grade 3,"Identifies objects, signs (vessels, stoves, transport, means of communication, transport, signboards etc.), places (types of houses/shelters, bus stand, petrol pump etc.) activities (works people do, cooking processes, etc.) at home/school/ neighborhoods",28.6859,77.2148
Delhi,10,Central,77,31,76,637,EVS304,53.97,Evs,Grade 3,"Identifies objects, signs (vessels, stoves, transport, means of communication, transport, signboards etc.), places (types of houses/shelters, bus stand, petrol pump etc.) activities (works people do, cooking processes, etc.) at home/school/ neighborhoods",28.6859,77.2148
Delhi,10,North East,741,28,65,623,EVS304,51.89,Evs,Grade 3,"Identifies objects, signs (vessels, stoves, transport, means of communication, transport, signboards etc.), places (types of houses/shelters, bus stand, petrol pump etc.) activities (works people do, cooking processes, etc.) at home/school/ neighborhoods",28.7133,77.257
Delhi,10,North West A,82,29,75,654,EVS304,52.91,Evs,Grade 3,"Identifies objects, signs (vessels, stoves, transport, means of communication, transport, signboards etc.), places (types of houses/shelters, bus stand, petrol pump etc.) activities (works people do, cooking processes, etc.) at home/school/ neighborhoods",28.7186,77.0685
Delhi,10,North West B,742,29,82,809,EVS304,53.14,Evs,Grade 3,"Identifies objects, signs (vessels, stoves, transport, means of communication, transport, signboards etc.), places (types of houses/shelters, bus stand, petrol pump etc.) activities (works people do, cooking processes, etc.) at home/school/ neighborhoods",28.7373,77.091
Delhi,10,South,743,30,75,698,EVS403,49.22402804,Evs,Grade 5,Identifies relationship with and among family members in extended family,28.5436,77.2706
Delhi,10,South East,744,34,98,756,EVS403,41.94524426,Evs,Grade 5,Identifies relationship with and among family members in extended family,28.563,77.2611
Delhi,10,New Delhi,79,34,98,899,EVS403,51.67274981,Evs,Grade 5,Identifies relationship with and among family members in extended family,28.5669,77.1295
Delhi,10,South West A,84,41,115,1099,EVS403,48.65835222,Evs,Grade 5,Identifies relationship with and among family members in extended family,28.5929,77.0346
Delhi,10,South West B,745,27,77,737,EVS403,47.01304842,Evs,Grade 5,Identifies relationship with and among family members in extended family,28.6122,76.9865
Delhi,10,East,740,34,93,941,EVS403,46.91420733,Evs,Grade 5,Identifies relationship with and among family members in extended family,28.6146,77.2959
Delhi,10,West B,746,28,89,746,EVS403,47.16187426,Evs,Grade 5,Identifies relationship with and among family members in extended family,28.6196,77.0881
Delhi,10,West A,85,30,85,781,EVS403,44.74695453,Evs,Grade 5,Identifies relationship with and among family members in extended family,28.6246,77.2987
Delhi,10,North,80,31,94,772,EVS403,45.08655799,Evs,Grade 5,Identifies relationship with and among family members in extended family,28.6859,77.2148
Delhi,10,Central,77,30,82,689,EVS403,47.06284143,Evs,Grade 5,Identifies relationship with and among family members in extended family,28.6859,77.2148
Delhi,10,North East,741,28,66,674,EVS403,35.66234407,Evs,Grade 5,Identifies relationship with and among family members in extended family,28.7133,77.257
Delhi,10,North West A,82,28,71,711,EVS403,43.61560948,Evs,Grade 5,Identifies relationship with and among family members in extended family,28.7186,77.0685
Delhi,10,North West B,742,31,85,856,EVS403,49.11303284,Evs,Grade 5,Identifies relationship with and among family members in extended family,28.7373,77.091
Delhi,10,South,743,30,80,721,EVS303,49.91,Evs,Grade 3,Identifies relationships with and among family members,28.5436,77.2706
Delhi,10,South East,744,34,98,780,EVS303,43.3,Evs,Grade 3,Identifies relationships with and among family members,28.563,77.2611
