state_name,state_code,district_name,district_code,number_of_schools,number_of_teachers,students_surveyed,learning_outcome_code,performance,subject,grade,learning_outcome,latitude,longitude
Delhi,10,North,80,62,248,804,SCI711,23.23057287,Sci,Grade 8,Constructs models using materials from surroundings and explains their working,28.6859,77.2148
Delhi,10,Central,77,62,245,836,SCI711,26.31196548,Sci,Grade 8,Constructs models using materials from surroundings and explains their working,28.6859,77.2148
Delhi,10,North East,741,53,196,659,SCI711,21.90725069,Sci,Grade 8,Constructs models using materials from surroundings and explains their working,28.7133,77.257
Delhi,10,North West A,82,57,219,746,SCI711,24.90720626,Sci,Grade 8,Constructs models using materials from surroundings and explains their working,28.7186,77.0685
Delhi,10,North West B,742,57,219,750,SCI711,26.16087454,Sci,Grade 8,Constructs models using materials from surroundings and explains their working,28.7373,77.091
Delhi,10,South,743,57,274,649,SST1009,33.39044372,Sst,Grade 10,"Constructs views, arguments, and ideas on the basis of collected or given information.",28.5436,77.2706
Delhi,10,South East,744,70,349,767,SST1009,33.45091703,Sst,Grade 10,"Constructs views, arguments, and ideas on the basis of collected or given information.",28.563,77.2611
Delhi,10,New Delhi,79,57,275,658,SST1009,40.8519428,Sst,Grade 10,"Constructs views, arguments, and ideas on the basis of collected or given information.",28.5669,77.1295
Delhi,10,South West A,84,72,349,791,SST1009,40.78942754,Sst,Grade 10,"Constructs views, arguments, and ideas on the basis of collected or given information.",28.5929,77.0346
Delhi,10,South West B,745,62,308,718,SST1009,36.46428249,Sst,Grade 10,"Constructs views, arguments, and ideas on the basis of collected or given information.",28.6122,76.9865
Delhi,10,East,740,67,329,794,SST1009,36.45019975,Sst,Grade 10,"Constructs views, arguments, and ideas on the basis of collected or given information.",28.6146,77.2959
Delhi,10,West B,746,66,322,721,SST1009,32.93953041,Sst,Grade 10,"Constructs views, arguments, and ideas on the basis of collected or given information.",28.6196,77.0881
Delhi,10,West A,85,67,329,757,SST1009,39.42337073,Sst,Grade 10,"Constructs views, arguments, and ideas on the basis of collected or given information.",28.6246,77.2987
Delhi,10,North,80,76,371,840,SST1009,35.61589853,Sst,Grade 10,"Constructs views, arguments, and ideas on the basis of collected or given information.",28.6859,77.2148
Delhi,10,Central,77,71,358,803,SST1009,35.68702664,Sst,Grade 10,"Constructs views, arguments, and ideas on the basis of collected or given information.",28.6859,77.2148
Delhi,10,North East,741,60,276,643,SST1009,30.73147737,Sst,Grade 10,"Constructs views, arguments, and ideas on the basis of collected or given information.",28.7133,77.257
Delhi,10,North West A,82,66,320,723,SST1009,30.34697991,Sst,Grade 10,"Constructs views, arguments, and ideas on the basis of collected or given information.",28.7186,77.0685
Delhi,10,North West B,742,66,323,760,SST1009,31.95390273,Sst,Grade 10,"Constructs views, arguments, and ideas on the basis of collected or given information.",28.7373,77.091
Delhi,10,South,743,30,75,698,M508,38.46475003,Math,Grade 5,Converts fractions into decimals and vice versa,28.5436,77.2706
Delhi,10,South East,744,34,98,756,M508,36.62603646,Math,Grade 5,Converts fractions into decimals and vice versa,28.563,77.2611
Delhi,10,New Delhi,79,34,98,899,M508,34.84840372,Math,Grade 5,Converts fractions into decimals and vice versa,28.5669,77.1295
Delhi,10,South West A,84,41,115,1099,M508,40.85263284,Math,Grade 5,Converts fractions into decimals and vice versa,28.5929,77.0346
Delhi,10,South West B,745,27,77,737,M508,35.94930337,Math,Grade 5,Converts fractions into decimals and vice versa,28.6122,76.9865
Delhi,10,East,740,34,93,941,M508,40.75411777,Math,Grade 5,Converts fractions into decimals and vice versa,28.6146,77.2959
Delhi,10,West B,746,28,89,746,M508,33.26545287,Math,Grade 5,Converts fractions into decimals and vice versa,28.6196,77.0881
Delhi,10,West A,85,30,85,781,M508,38.30635292,Math,Grade 5,Converts fractions into decimals and vice versa,28.6246,77.2987
Delhi,10,North,80,31,94,772,M508,34.57848256,Math,Grade 5,Converts fractions into decimals and vice versa,28.6859,77.2148
Delhi,10,Central,77,30,82,689,M508,39.04695038,Math,Grade 5,Converts fractions into decimals and vice versa,28.6859,77.2148
Delhi,10,North East,741,28,66,674,M508,33.5375009,Math,Grade 5,Converts fractions into decimals and vice versa,28.7133,77.257
Delhi,10,North West A,82,28,71,711,M508,33.29300463,Math,Grade 5,Converts fractions into decimals and vice versa,28.7186,77.0685
Delhi,10,North West B,742,31,85,856,M508,39.84995899,Math,Grade 5,Converts fractions into decimals and vice versa,28.7373,77.091
Delhi,10,South,743,57,274,649,SST1008,58.31587601,Sst,Grade 10,"Demonstrates inquisitiveness, enquiry.",28.5436,77.2706
Delhi,10,South East,744,70,349,767,SST1008,52.67470484,Sst,Grade 10,"Demonstrates inquisitiveness, enquiry.",28.563,77.2611
Delhi,10,New Delhi,79,57,275,658,SST1008,62.58650119,Sst,Grade 10,"Demonstrates inquisitiveness, enquiry.",28.5669,77.1295
Delhi,10,South West A,84,72,349,791,SST1008,55.57512688,Sst,Grade 10,"Demonstrates inquisitiveness, enquiry.",28.5929,77.0346
Delhi,10,South West B,745,62,308,718,SST1008,56.06981474,Sst,Grade 10,"Demonstrates inquisitiveness, enquiry.",28.6122,76.9865
Delhi,10,East,740,67,329,794,SST1008,57.07235879,Sst,Grade 10,"Demonstrates inquisitiveness, enquiry.",28.6146,77.2959
Delhi,10,West B,746,66,322,721,SST1008,58.28836815,Sst,Grade 10,"Demonstrates inquisitiveness, enquiry.",28.6196,77.0881
Delhi,10,West A,85,67,329,757,SST1008,54.42153006,Sst,Grade 10,"Demonstrates inquisitiveness, enquiry.",28.6246,77.2987
Delhi,10,North,80,76,371,840,SST1008,57.98726653,Sst,Grade 10,"Demonstrates inquisitiveness, enquiry.",28.6859,77.2148
Delhi,10,Central,77,71,358,803,SST1008,58.87426117,Sst,Grade 10,"Demonstrates inquisitiveness, enquiry.",28.6859,77.2148
Delhi,10,North East,741,60,276,643,SST1008,50.42537696,Sst,Grade 10,"Demonstrates inquisitiveness, enquiry.",28.7133,77.257
Delhi,10,North West A,82,66,320,723,SST1008,52.48778913,Sst,Grade 10,"Demonstrates inquisitiveness, enquiry.",28.7186,77.0685
Delhi,10,North West B,742,66,323,760,SST1008,56.85531109,Sst,Grade 10,"Demonstrates inquisitiveness, enquiry.",28.7373,77.091
Delhi,10,South,743,57,274,649,M1004,34.68254303,Math,Grade 10,Demonstrates strategies of finding roots and determining the nature of roots of a quadratic equation.,28.5436,77.2706
Delhi,10,South East,744,70,349,767,M1004,30.8005743,Math,Grade 10,Demonstrates strategies of finding roots and determining the nature of roots of a quadratic equation.,28.563,77.2611
Delhi,10,New Delhi,79,57,275,658,M1004,35.95342368,Math,Grade 10,Demonstrates strategies of finding roots and determining the nature of roots of a quadratic equation.,28.5669,77.1295
Delhi,10,South West A,84,72,349,791,M1004,38.3713026,Math,Grade 10,Demonstrates strategies of finding roots and determining the nature of roots of a quadratic equation.,28.5929,77.0346
Delhi,10,South West B,745,62,308,718,M1004,33.88614843,Math,Grade 10,Demonstrates strategies of finding roots and determining the nature of roots of a quadratic equation.,28.6122,76.9865
Delhi,10,East,740,67,329,794,M1004,36.79630363,Math,Grade 10,Demonstrates strategies of finding roots and determining the nature of roots of a quadratic equation.,28.6146,77.2959
Delhi,10,West B,746,66,322,721,M1004,31.44328712,Math,Grade 10,Demonstrates strategies of finding roots and determining the nature of roots of a quadratic equation.,28.6196,77.0881
Delhi,10,West A,85,67,329,757,M1004,30.007517,Math,Grade 10,Demonstrates strategies of finding roots and determining the nature of roots of a quadratic equation.,28.6246,77.2987
Delhi,10,North,80,76,371,840,M1004,33.24853135,Math,Grade 10,Demonstrates strategies of finding roots and determining the nature of roots of a quadratic equation.,28.6859,77.2148
Delhi,10,Central,77,71,358,803,M1004,32.58570884,Math,Grade 10,Demonstrates strategies of finding roots and determining the nature of roots of a quadratic equation.,28.6859,77.2148
Delhi,10,North East,741,60,276,643,M1004,30.07363177,Math,Grade 10,Demonstrates strategies of finding roots and determining the nature of roots of a quadratic equation.,28.7133,77.257
Delhi,10,North West A,82,66,320,723,M1004,31.20991184,Math,Grade 10,Demonstrates strategies of finding roots and determining the nature of roots of a quadratic equation.,28.7186,77.0685
Delhi,10,North West B,742,66,323,760,M1004,32.87144141,Math,Grade 10,Demonstrates strategies of finding roots and determining the nature of roots of a quadratic equation.,28.7373,77.091
Delhi,10,South,743,57,274,649,M1007,32.01096225,Math,Grade 10,"Derives formulae to establish relations for geometrical shapes in the context of a coordinate plane, such as, finding the distance between two given points, to determine the coordinates of a point between any two given points, to find the area of a triangle
        etc.",28.5436,77.2706
Delhi,10,South East,744,70,349,767,M1007,30.64801629,Math,Grade 10,"Derives formulae to establish relations for geometrical shapes in the context of a coordinate plane, such as, finding the distance between two given points, to determine the coordinates of a point between any two given points, to find the area of a triangle
        etc.",28.563,77.2611
Delhi,10,New Delhi,79,57,275,658,M1007,36.89106799,Math,Grade 10,"Derives formulae to establish relations for geometrical shapes in the context of a coordinate plane, such as, finding the distance between two given points, to determine the coordinates of a point between any two given points, to find the area of a triangle
        etc.",28.5669,77.1295
Delhi,10,South West A,84,72,349,791,M1007,33.92624683,Math,Grade 10,"Derives formulae to establish relations for geometrical shapes in the context of a coordinate plane, such as, finding the distance between two given points, to determine the coordinates of a point between any two given points, to find the area of a triangle
        etc.",28.5929,77.0346
Delhi,10,South West B,745,62,308,718,M1007,34.74058532,Math,Grade 10,"Derives formulae to establish relations for geometrical shapes in the context of a coordinate plane, such as, finding the distance between two given points, to determine the coordinates of a point between any two given points, to find the area of a triangle
        etc.",28.6122,76.9865
Delhi,10,East,740,67,329,794,M1007,34.26501653,Math,Grade 10,"Derives formulae to establish relations for geometrical shapes in the context of a coordinate plane, such as, finding the distance between two given points, to determine the coordinates of a point between any two given points, to find the area of a triangle
        etc.",28.6146,77.2959
Delhi,10,West B,746,66,322,721,M1007,35.07395568,Math,Grade 10,"Derives formulae to establish relations for geometrical shapes in the context of a coordinate plane, such as, finding the distance between two given points, to determine the coordinates of a point between any two given points, to find the area of a triangle
        etc.",28.6196,77.0881
Delhi,10,West A,85,67,329,757,M1007,28.71546477,Math,Grade 10,"Derives formulae to establish relations for geometrical shapes in the context of a coordinate plane, such as, finding the distance between two given points, to determine the coordinates of a point between any two given points, to find the area of a triangle
        etc.",28.6246,77.2987
Delhi,10,North,80,76,371,840,M1007,32.83330506,Math,Grade 10,"Derives formulae to establish relations for geometrical shapes in the context of a coordinate plane, such as, finding the distance between two given points, to determine the coordinates of a point between any two given points, to find the area of a triangle
        etc.",28.6859,77.2148
Delhi,10,Central,77,71,358,803,M1007,32.54556852,Math,Grade 10,"Derives formulae to establish relations for geometrical shapes in the context of a coordinate plane, such as, finding the distance between two given points, to determine the coordinates of a point between any two given points, to find the area of a triangle
        etc.",28.6859,77.2148
Delhi,10,North East,741,60,276,643,M1007,27.31736081,Math,Grade 10,"Derives formulae to establish relations for geometrical shapes in the context of a coordinate plane, such as, finding the distance between two given points, to determine the coordinates of a point between any two given points, to find the area of a triangle
        etc.",28.7133,77.257
Delhi,10,North West A,82,66,320,723,M1007,30.35405585,Math,Grade 10,"Derives formulae to establish relations for geometrical shapes in the context of a coordinate plane, such as, finding the distance between two given points, to determine the coordinates of a point between any two given points, to find the area of a triangle
        etc.",28.7186,77.0685
Delhi,10,North West B,742,66,323,760,M1007,32.35359636,Math,Grade 10,"Derives formulae to establish relations for geometrical shapes in the context of a coordinate plane, such as, finding the distance between two given points, to determine the coordinates of a point between any two given points, to find the area of a triangle
        etc.",28.7373,77.091
Delhi,10,South,743,57,274,649,SCI1010,36.37420007,Sci,Grade 10,"Derives formulae, equations, and laws",28.5436,77.2706
Delhi,10,South East,744,70,349,767,SCI1010,33.28307588,Sci,Grade 10,"Derives formulae, equations, and laws",28.563,77.2611
Delhi,10,New Delhi,79,57,275,658,SCI1010,41.22428295,Sci,Grade 10,"Derives formulae, equations, and laws",28.5669,77.1295
Delhi,10,South West A,84,72,349,791,SCI1010,38.40267939,Sci,Grade 10,"Derives formulae, equations, and laws",28.5929,77.0346
Delhi,10,South West B,745,62,308,718,SCI1010,37.31280038,Sci,Grade 10,"Derives formulae, equations, and laws",28.6122,76.9865
Delhi,10,East,740,67,329,794,SCI1010,39.25236249,Sci,Grade 10,"Derives formulae, equations, and laws",28.6146,77.2959
Delhi,10,West B,746,66,322,721,SCI1010,34.23380426,Sci,Grade 10,"Derives formulae, equations, and laws",28.6196,77.0881
Delhi,10,West A,85,67,329,757,SCI1010,31.19525651,Sci,Grade 10,"Derives formulae, equations, and laws",28.6246,77.2987
Delhi,10,North,80,76,371,840,SCI1010,37.31801353,Sci,Grade 10,"Derives formulae, equations, and laws",28.6859,77.2148
Delhi,10,Central,77,71,358,803,SCI1010,35.51683583,Sci,Grade 10,"Derives formulae, equations, and laws",28.6859,77.2148
Delhi,10,North East,741,60,276,643,SCI1010,32.72960394,Sci,Grade 10,"Derives formulae, equations, and laws",28.7133,77.257
Delhi,10,North West A,82,66,320,723,SCI1010,34.44725791,Sci,Grade 10,"Derives formulae, equations, and laws",28.7186,77.0685
Delhi,10,North West B,742,66,323,760,SCI1010,37.18380269,Sci,Grade 10,"Derives formulae, equations, and laws",28.7373,77.091
Delhi,10,South,743,57,274,649,M1009,35.34673388,Math,Grade 10,Derives proofs of theorems related to the tangents of circles.,28.5436,77.2706
Delhi,10,South East,744,70,349,767,M1009,32.27608991,Math,Grade 10,Derives proofs of theorems related to the tangents of circles.,28.563,77.2611
Delhi,10,New Delhi,79,57,275,658,M1009,41.85059058,Math,Grade 10,Derives proofs of theorems related to the tangents of circles.,28.5669,77.1295
Delhi,10,South West A,84,72,349,791,M1009,40.59812022,Math,Grade 10,Derives proofs of theorems related to the tangents of circles.,28.5929,77.0346
Delhi,10,South West B,745,62,308,718,M1009,37.27355744,Math,Grade 10,Derives proofs of theorems related to the tangents of circles.,28.6122,76.9865
Delhi,10,East,740,67,329,794,M1009,38.2480986,Math,Grade 10,Derives proofs of theorems related to the tangents of circles.,28.6146,77.2959
Delhi,10,West B,746,66,322,721,M1009,36.96110774,Math,Grade 10,Derives proofs of theorems related to the tangents of circles.,28.6196,77.0881
Delhi,10,West A,85,67,329,757,M1009,30.24133671,Math,Grade 10,Derives proofs of theorems related to the tangents of circles.,28.6246,77.2987
Delhi,10,North,80,76,371,840,M1009,34.40428309,Math,Grade 10,Derives proofs of theorems related to the tangents of circles.,28.6859,77.2148
Delhi,10,Central,77,71,358,803,M1009,36.17029107,Math,Grade 10,Derives proofs of theorems related to the tangents of circles.,28.6859,77.2148
Delhi,10,North East,741,60,276,643,M1009,29.98735269,Math,Grade 10,Derives proofs of theorems related to the tangents of circles.,28.7133,77.257
Delhi,10,North West A,82,66,320,723,M1009,34.77522503,Math,Grade 10,Derives proofs of theorems related to the tangents of circles.,28.7186,77.0685
Delhi,10,North West B,742,66,323,760,M1009,36.29641705,Math,Grade 10,Derives proofs of theorems related to the tangents of circles.,28.7373,77.091
Delhi,10,South,743,50,193,691,SST704,44.6846742,Sst,Grade 8,Describes formation of landforms due to various factors,28.5436,77.2706
Delhi,10,South East,744,62,247,785,SST704,43.35098931,Sst,Grade 8,Describes formation of landforms due to various factors,28.563,77.2611
Delhi,10,New Delhi,79,55,216,728,SST704,46.48082783,Sst,Grade 8,Describes formation of landforms due to various factors,28.5669,77.1295
Delhi,10,South West A,84,67,253,859,SST704,43.45703951,Sst,Grade 8,Describes formation of landforms due to various factors,28.5929,77.0346
Delhi,10,South West B,745,51,204,720,SST704,42.29731298,Sst,Grade 8,Describes formation of landforms due to various factors,28.6122,76.9865
Delhi,10,East,740,62,239,860,SST704,41.52579066,Sst,Grade 8,Describes formation of landforms due to various factors,28.6146,77.2959
Delhi,10,West B,746,56,219,705,SST704,43.57134913,Sst,Grade 8,Describes formation of landforms due to various factors,28.6196,77.0881
Delhi,10,West A,85,57,213,776,SST704,40.47132089,Sst,Grade 8,Describes formation of landforms due to various factors,28.6246,77.2987
Delhi,10,North,80,62,248,804,SST704,44.71984303,Sst,Grade 8,Describes formation of landforms due to various factors,28.6859,77.2148
Delhi,10,Central,77,62,245,836,SST704,43.79788388,Sst,Grade 8,Describes formation of landforms due to various factors,28.6859,77.2148
Delhi,10,North East,741,53,196,659,SST704,34.67627239,Sst,Grade 8,Describes formation of landforms due to various factors,28.7133,77.257
Delhi,10,North West A,82,57,219,746,SST704,44.71414075,Sst,Grade 8,Describes formation of landforms due to various factors,28.7186,77.0685
Delhi,10,North West B,742,57,219,750,SST704,46.39488011,Sst,Grade 8,Describes formation of landforms due to various factors,28.7373,77.091
Delhi,10,South,743,50,193,691,SST802,33.79460031,Sst,Grade 8,"Describes major crops, types of farming and agricultural practices in her/his own areaistate",28.5436,77.2706
Delhi,10,South East,744,62,247,785,SST802,35.02747553,Sst,Grade 8,"Describes major crops, types of farming and agricultural practices in her/his own areaistate",28.563,77.2611
Delhi,10,New Delhi,79,55,216,728,SST802,36.51474165,Sst,Grade 8,"Describes major crops, types of farming and agricultural practices in her/his own areaistate",28.5669,77.1295
Delhi,10,South West A,84,67,253,859,SST802,35.97344095,Sst,Grade 8,"Describes major crops, types of farming and agricultural practices in her/his own areaistate",28.5929,77.0346
Delhi,10,South West B,745,51,204,720,SST802,34.1104029,Sst,Grade 8,"Describes major crops, types of farming and agricultural practices in her/his own areaistate",28.6122,76.9865
Delhi,10,East,740,62,239,860,SST802,35.16531864,Sst,Grade 8,"Describes major crops, types of farming and agricultural practices in her/his own areaistate",28.6146,77.2959
Delhi,10,West B,746,56,219,705,SST802,36.77066658,Sst,Grade 8,"Describes major crops, types of farming and agricultural practices in her/his own areaistate",28.6196,77.0881
Delhi,10,West A,85,57,213,776,SST802,34.88447992,Sst,Grade 8,"Describes major crops, types of farming and agricultural practices in her/his own areaistate",28.6246,77.2987
Delhi,10,North,80,62,248,804,SST802,35.73290402,Sst,Grade 8,"Describes major crops, types of farming and agricultural practices in her/his own areaistate",28.6859,77.2148
Delhi,10,Central,77,62,245,836,SST802,33.12280006,Sst,Grade 8,"Describes major crops, types of farming and agricultural practices in her/his own areaistate",28.6859,77.2148
Delhi,10,North East,741,53,196,659,SST802,29.14584239,Sst,Grade 8,"Describes major crops, types of farming and agricultural practices in her/his own areaistate",28.7133,77.257
Delhi,10,North West A,82,57,219,746,SST802,36.25339292,Sst,Grade 8,"Describes major crops, types of farming and agricultural practices in her/his own areaistate",28.7186,77.0685
Delhi,10,North West B,742,57,219,750,SST802,37.36745782,Sst,Grade 8,"Describes major crops, types of farming and agricultural practices in her/his own areaistate",28.7373,77.091
Delhi,10,South,743,30,80,721,EVS305,50.79,Evs,Grade 3,"Describes need of food for people of different age groups, animals/birds, availability of food and water and use of water at home and surroundings.",28.5436,77.2706
Delhi,10,South East,744,34,98,780,EVS305,41.25,Evs,Grade 3,"Describes need of food for people of different age groups, animals/birds, availability of food and water and use of water at home and surroundings.",28.563,77.2611
Delhi,10,New Delhi,79,33,96,841,EVS305,44.34,Evs,Grade 3,"Describes need of food for people of different age groups, animals/birds, availability of food and water and use of water at home and surroundings.",28.5669,77.1295
Delhi,10,South West A,84,40,108,996,EVS305,46.88,Evs,Grade 3,"Describes need of food for people of different age groups, animals/birds, availability of food and water and use of water at home and surroundings.",28.5929,77.0346
Delhi,10,South West B,745,30,83,817,EVS305,41.78,Evs,Grade 3,"Describes need of food for people of different age groups, animals/birds, availability of food and water and use of water at home and surroundings.",28.6122,76.9865
Delhi,10,East,740,36,98,900,EVS305,45.04,Evs,Grade 3,"Describes need of food for people of different age groups, animals/birds, availability of food and water and use of water at home and surroundings.",28.6146,77.2959
Delhi,10,West B,746,28,84,733,EVS305,42.87,Evs,Grade 3,"Describes need of food for people of different age groups, animals/birds, availability of food and water and use of water at home and surroundings.",28.6196,77.0881
Delhi,10,West A,85,31,86,740,EVS305,43.36,Evs,Grade 3,"Describes need of food for people of different age groups, animals/birds, availability of food and water and use of water at home and surroundings.",28.6246,77.2987
Delhi,10,North,80,32,89,747,EVS305,50.28,Evs,Grade 3,"Describes need of food for people of different age groups, animals/birds, availability of food and water and use of water at home and surroundings.",28.6859,77.2148
Delhi,10,Central,77,31,76,637,EVS305,41.61,Evs,Grade 3,"Describes need of food for people of different age groups, animals/birds, availability of food and water and use of water at home and surroundings.",28.6859,77.2148
Delhi,10,North East,741,28,65,623,EVS305,37.99,Evs,Grade 3,"Describes need of food for people of different age groups, animals/birds, availability of food and water and use of water at home and surroundings.",28.7133,77.257
Delhi,10,North West A,82,29,75,654,EVS305,43.34,Evs,Grade 3,"Describes need of food for people of different age groups, animals/birds, availability of food and water and use of water at home and surroundings.",28.7186,77.0685
Delhi,10,North West B,742,29,82,809,EVS305,43.57,Evs,Grade 3,"Describes need of food for people of different age groups, animals/birds, availability of food and water and use of water at home and surroundings.",28.7373,77.091
Delhi,10,South,743,50,193,691,SST625,38.54611807,Sst,Grade 8,Describes the functioning of rural and urban local government bodies in sectors like health and education,28.5436,77.2706
Delhi,10,South East,744,62,247,785,SST625,39.91747231,Sst,Grade 8,Describes the functioning of rural and urban local government bodies in sectors like health and education,28.563,77.2611
Delhi,10,New Delhi,79,55,216,728,SST625,39.28219202,Sst,Grade 8,Describes the functioning of rural and urban local government bodies in sectors like health and education,28.5669,77.1295
Delhi,10,South West A,84,67,253,859,SST625,38.61162707,Sst,Grade 8,Describes the functioning of rural and urban local government bodies in sectors like health and education,28.5929,77.0346
Delhi,10,South West B,745,51,204,720,SST625,41.01382675,Sst,Grade 8,Describes the functioning of rural and urban local government bodies in sectors like health and education,28.6122,76.9865
Delhi,10,East,740,62,239,860,SST625,41.16045732,Sst,Grade 8,Describes the functioning of rural and urban local government bodies in sectors like health and education,28.6146,77.2959
Delhi,10,West B,746,56,219,705,SST625,38.24179988,Sst,Grade 8,Describes the functioning of rural and urban local government bodies in sectors like health and education,28.6196,77.0881
Delhi,10,West A,85,57,213,776,SST625,37.36209081,Sst,Grade 8,Describes the functioning of rural and urban local government bodies in sectors like health and education,28.6246,77.2987
Delhi,10,North,80,62,248,804,SST625,38.59538643,Sst,Grade 8,Describes the functioning of rural and urban local government bodies in sectors like health and education,28.6859,77.2148
Delhi,10,Central,77,62,245,836,SST625,40.44693737,Sst,Grade 8,Describes the functioning of rural and urban local government bodies in sectors like health and education,28.6859,77.2148
Delhi,10,North East,741,53,196,659,SST625,38.88283792,Sst,Grade 8,Describes the functioning of rural and urban local government bodies in sectors like health and education,28.7133,77.257
Delhi,10,North West A,82,57,219,746,SST625,38.22628045,Sst,Grade 8,Describes the functioning of rural and urban local government bodies in sectors like health and education,28.7186,77.0685
Delhi,10,North West B,742,57,219,750,SST625,37.13647785,Sst,Grade 8,Describes the functioning of rural and urban local government bodies in sectors like health and education,28.7373,77.091
Delhi,10,South,743,30,75,698,EVS503,45.24691381,Evs,Grade 5,"Describes the interdependence among animals, plants and humans",28.5436,77.2706
Delhi,10,South East,744,34,98,756,EVS503,38.86454058,Evs,Grade 5,"Describes the interdependence among animals, plants and humans",28.563,77.2611
Delhi,10,New Delhi,79,34,98,899,EVS503,51.86267059,Evs,Grade 5,"Describes the interdependence among animals, plants and humans",28.5669,77.1295
Delhi,10,South West A,84,41,115,1099,EVS503,47.64344165,Evs,Grade 5,"Describes the interdependence among animals, plants and humans",28.5929,77.0346
Delhi,10,South West B,745,27,77,737,EVS503,43.44604562,Evs,Grade 5,"Describes the interdependence among animals, plants and humans",28.6122,76.9865
Delhi,10,East,740,34,93,941,EVS503,44.56280207,Evs,Grade 5,"Describes the interdependence among animals, plants and humans",28.6146,77.2959
Delhi,10,West B,746,28,89,746,EVS503,45.07429837,Evs,Grade 5,"Describes the interdependence among animals, plants and humans",28.6196,77.0881
Delhi,10,West A,85,30,85,781,EVS503,40.93101479,Evs,Grade 5,"Describes the interdependence among animals, plants and humans",28.6246,77.2987
Delhi,10,North,80,31,94,772,EVS503,41.27560481,Evs,Grade 5,"Describes the interdependence among animals, plants and humans",28.6859,77.2148
Delhi,10,Central,77,30,82,689,EVS503,45.88889679,Evs,Grade 5,"Describes the interdependence among animals, plants and humans",28.6859,77.2148
Delhi,10,North East,741,28,66,674,EVS503,33.86021296,Evs,Grade 5,"Describes the interdependence among animals, plants and humans",28.7133,77.257
Delhi,10,North West A,82,28,71,711,EVS503,38.68875696,Evs,Grade 5,"Describes the interdependence among animals, plants and humans",28.7186,77.0685
Delhi,10,North West B,742,31,85,856,EVS503,43.85184311,Evs,Grade 5,"Describes the interdependence among animals, plants and humans",28.7373,77.091
Delhi,10,South,743,50,193,691,SST726,38.4207687,Sst,Grade 8,Describes the process of election to the legislative assembly,28.5436,77.2706
Delhi,10,South East,744,62,247,785,SST726,37.93943083,Sst,Grade 8,Describes the process of election to the legislative assembly,28.563,77.2611
Delhi,10,New Delhi,79,55,216,728,SST726,37.97909735,Sst,Grade 8,Describes the process of election to the legislative assembly,28.5669,77.1295
Delhi,10,South West A,84,67,253,859,SST726,38.93829833,Sst,Grade 8,Describes the process of election to the legislative assembly,28.5929,77.0346
Delhi,10,South West B,745,51,204,720,SST726,36.43461073,Sst,Grade 8,Describes the process of election to the legislative assembly,28.6122,76.9865
Delhi,10,East,740,62,239,860,SST726,39.18737817,Sst,Grade 8,Describes the process of election to the legislative assembly,28.6146,77.2959
Delhi,10,West B,746,56,219,705,SST726,37.11419383,Sst,Grade 8,Describes the process of election to the legislative assembly,28.6196,77.0881
Delhi,10,West A,85,57,213,776,SST726,41.94672153,Sst,Grade 8,Describes the process of election to the legislative assembly,28.6246,77.2987
Delhi,10,North,80,62,248,804,SST726,42.01834463,Sst,Grade 8,Describes the process of election to the legislative assembly,28.6859,77.2148
Delhi,10,Central,77,62,245,836,SST726,41.44838486,Sst,Grade 8,Describes the process of election to the legislative assembly,28.6859,77.2148
Delhi,10,North East,741,53,196,659,SST726,36.76590028,Sst,Grade 8,Describes the process of election to the legislative assembly,28.7133,77.257
Delhi,10,North West A,82,57,219,746,SST726,36.84579705,Sst,Grade 8,Describes the process of election to the legislative assembly,28.7186,77.0685
Delhi,10,North West B,742,57,219,750,SST726,35.38794438,Sst,Grade 8,Describes the process of election to the legislative assembly,28.7373,77.091
Delhi,10,South,743,50,193,691,SST827,29.79620383,Sst,Grade 8,"Describes the process of making a law. (e.g. Domestic Violence Act, RTI Act, RTE Act)",28.5436,77.2706
Delhi,10,South East,744,62,247,785,SST827,32.2391491,Sst,Grade 8,"Describes the process of making a law. (e.g. Domestic Violence Act, RTI Act, RTE Act)",28.563,77.2611
Delhi,10,New Delhi,79,55,216,728,SST827,36.1285231,Sst,Grade 8,"Describes the process of making a law. (e.g. Domestic Violence Act, RTI Act, RTE Act)",28.5669,77.1295
Delhi,10,South West A,84,67,253,859,SST827,33.19168765,Sst,Grade 8,"Describes the process of making a law. (e.g. Domestic Violence Act, RTI Act, RTE Act)",28.5929,77.0346
Delhi,10,South West B,745,51,204,720,SST827,31.7717059,Sst,Grade 8,"Describes the process of making a law. (e.g. Domestic Violence Act, RTI Act, RTE Act)",28.6122,76.9865
Delhi,10,East,740,62,239,860,SST827,31.03027928,Sst,Grade 8,"Describes the process of making a law. (e.g. Domestic Violence Act, RTI Act, RTE Act)",28.6146,77.2959
Delhi,10,West B,746,56,219,705,SST827,31.36365634,Sst,Grade 8,"Describes the process of making a law. (e.g. Domestic Violence Act, RTI Act, RTE Act)",28.6196,77.0881
Delhi,10,West A,85,57,213,776,SST827,25.08239879,Sst,Grade 8,"Describes the process of making a law. (e.g. Domestic Violence Act, RTI Act, RTE Act)",28.6246,77.2987
Delhi,10,North,80,62,248,804,SST827,29.06178423,Sst,Grade 8,"Describes the process of making a law. (e.g. Domestic Violence Act, RTI Act, RTE Act)",28.6859,77.2148
