state_name,state_code,board,subject,content_name,mime_type,total_no_of_plays(App and Portal),total_play_time(App and Portal),grade,medium,category
Delhi,10,State (Delhi),Biology,XII BIOLOGY CHAPTER 10 MICROBES IN HUMAN WELFARE,Video,9,0.62,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Biology,XII BIOLOGY CHAPTER 6 MOLECULAR BASIS OF INHERITANCE,Video,6,1.29,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Business Studies,"Class 12 - Business Studies Online Class for Delhi School Students, July 8th, 2020",Video,372,3.42,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Business Studies,"Class 12 Business Studies online class for Delhi school students, July 15, 2020",Video,112,1.97,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Business Studies,"Business Studies online class for Delhi school students, July 29, 2020",Video,59,1.86,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Business Studies,"Business Studies online class for Delhi school students, July 22, 2020",Video,58,1.25,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Business Studies,XII BUSINESS STUDIES CHAPTER 6 METHODS OF TRAINING,Video,42,4.83,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Business Studies,XII BUSINESS STUDIES CHAPTER 6 STAFFING,Video,35,0.85,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Business Studies,"Class 12 Business Studies online class for Delhi school students, July 22, 2020",Video,35,1.72,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Business Studies,XII BUSINESS STUDIES FINANCIAL MARKET,Video,34,1.79,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Business Studies,XII BUSINESS STUDIES CHAPTER 10 FINANCIAL MARKET,Video,30,2.92,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Business Studies,XII BUSINESS STUDIES CHAPTER 6 STAFFING,Video,27,1.33,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Business Studies,XII BUSINESS STUDIES CAPITTAL MARKET,Video,21,1.04,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Business Studies,XII BUSINESS STUDIES CHAPTER 7 DIRECTING,Video,17,0.78,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Business Studies,XII BUSINESS STUDIES MONEY MARKET,Video,14,0.66,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Business Studies,XII BUSINESS STUDIES CHAPTER 9 FINANCIAL MANAGEMENT,Video,12,3.73,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Business Studies,XII BUSINESS STUDIES UNIT 10 FINANCIAL MARKETS,Video,12,0.69,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Business Studies,XII BUSINESS STUDIES CHAPTER 7 DIRECTING,Video,11,0.62,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Business Studies,XII BUSINESS STUDIES CHAPTER 9 FINANCIAL MANAGEMENT,Video,11,11.48,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Business Studies,XII BUSINESS STUDIES CHAPTER 8 CONTROLLING,Video,10,0.71,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Business Studies,XII BUSINESS STUDIES CHAPTER 9 FINANCIAL MANAGEMENT,Video,10,1.92,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Business Studies,XII BUSINESS STUDIES CHAPTER 7 DIRECTING,Video,9,1.44,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Business Studies,XII BUSINESS STUDIES CHAPTER 8 CONTROLLING,Video,9,1.97,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Business Studies,XII BUSINESS STUDIES  CHAPTER 9 FINANCIAL MANAGEMENT,Video,8,0.64,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Business Studies,XII BUSINESS STUDIES FIXED AND WORKING CAPITAL,Video,8,1.44,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Business Studies,XII BUSINESS STUDIES REVISION OF DIRECTING,Video,7,0.41,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Business Studies,XII BUSINESS STUDIES CHAPTER 8 CONTROLLING,Video,5,0.87,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Business Studies,XII BUSINESS STUDIES CHAPTER 9 FINANCIAL MANAGEMENT,Video,5,5.02,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Chemistry,"Class 12 - Chemistry Online Class for Delhi School Students, July 7th, 2020",Video,348,2.07,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Chemistry,"Class 12 - Chemistry Online Class for Delhi School Students, July 14, 2020",Video,324,1.36,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Chemistry,"Chemistry online class for Delhi school students, Aug 04, 2020",Video,117,2.11,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Chemistry,XII CHEMISTRY CHAPTER 10 HALOALKANES AND HALOARENES,Video,97,2.55,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Chemistry,XII CHEMISTRY CHAPTER 4 CHEMICAL KINETICS,Video,70,4.95,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Chemistry,XII CHEMISTRY CHAPTER 10 HALOALKANES AND HALOARENES,Video,68,1.12,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Chemistry,"Chemistry online class for Delhi school students, July 28, 2020",Video,58,0.93,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Chemistry,XII CHEMISTRY CHAPTER 9 COORDINATION COMPOUNDS,Video,44,3.69,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Chemistry,"XII CHEMISTRY CHAPTER 12 ALDEHYDES, KETONES AND CARBOXYLIC ACID",Video,42,1.69,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Chemistry,XII CHEMISTRY CHAPTER 9 COORDINATION COMPOUNDS,Video,38,3.67,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Chemistry,XII CHEMISTRY CHAPTER 10 HALOALKANES AND HALOARENES,Video,36,2.22,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Chemistry,XII CHEMISTRY CHAPTER 10 HALOALKANES AND HALOARENES,Video,35,4.11,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Chemistry,XII CHEMISTRY CHAPTER 7 P BLOCK ELEMENTS,Video,33,6.79,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Chemistry,XII CHEMISTRY CHAPTER 7 P BLOCK ELEMENTS,Video,33,1.93,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Chemistry,XII CHEMISTRY CHAPTER 8     D AND F BLOCK ELEMENTS,Video,33,5.59,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Chemistry,XII CHEMISTRY CHAPTER 4 CHEMICAL KINETICS,Video,29,2.9,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Chemistry,XII CHEMISTRY CHAPTER 9 COORDINATION COMPOUNDS,Video,27,2.17,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Chemistry,"XII CHEMISTRY CHAPTER 12 ALDEHYDES, KETONES AND CARBOXYLIC ACID",Video,26,3.13,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Chemistry,XII CHEMISTRY CHAPTER 7 P BLOCK ELEMENTS,Video,24,4.58,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Chemistry,XII CHEMISTRY CHAPTER 7 P BLOCK ELEMENTS,Video,22,1.09,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Chemistry,XII CHEMISTRY CHAPTER 8 D & F BLOCK ELEMENTS,Video,22,2.56,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Chemistry,XII CHEMISTRY CHAPTER 8 D & F BLOCK ELEMENTS,Video,22,5.97,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Chemistry,XII CHEMISTRY CHAPTER 9 COORDINATION COMPOUNDS,Video,22,2.34,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Chemistry,"XII CHEMISTRY CHAPTER 11 ALCOHOLS, PHENOLS AND ETHERS",Video,21,3.22,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Chemistry,XII CHEMISTRY  CHAPTER 7 P BLOCK ELEMENTS,Video,20,0.59,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Chemistry,XII CHEMISTRY CHAPTER 7 P BLOCK ELEMENTS,Video,20,1.56,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Chemistry,"Class 12 Chemistry online class for Delhi school students, July 21, 2020",Video,19,2.84,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Chemistry,XII CHEMISTRY CHAPTER 7 P BLOCK ELEMENTS,Video,17,1.8,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Chemistry,"XII CHEMISTRY CHAPTER 11 ALCOHOLS, PHENOLS AND ETHERS",Video,17,1.71,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Chemistry,"XII CHEMISTRY CHAPTER 12 ALDEHYDES, KETONES AND CARBOXYLIC ACID",Video,17,3.15,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Chemistry,XII CHEMISTRY CHAPTER 7 P BLOCK ELEMENTS,Video,16,1.35,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Chemistry,XII CHEMISTRY CHAPTER 7 P BLOCK ELEMENTS,Video,16,3.23,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Chemistry,"XII CHEMISTRY CHAPTER 11 ALCOHOLS, PHENOLS AND ETHERS",Video,15,3.81,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Chemistry,XII PHYSICS CHAPTER 11 DUAL NATURE OF RADIATION & MATTER,Video,14,0.74,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Chemistry,XII CHEMISTRY CHAPTER 7 P BLOCK ELEMENTS,Video,13,1.94,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Chemistry,"XII CHEMISTRY CHAPTER 12 ALDEHYDES,KETONES AND CARBOXYLIC ACID",Video,10,5.82,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Chemistry,XII CHEMISTRY CHAPTER 7 P BLOCK ELEMENTS,Video,8,0.71,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Chemistry,XII CHEMISTRY CHAPTER 7 P BLOCK ELEMENTS,Video,8,1.08,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Economics,"Class 12 - Economics Online Class for Delhi School Students, July 7th, 2020",Video,802,2.5,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Economics,"Class 12 Economics online class for Delhi school students, July 21, 2020",Video,352,2.64,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Economics,"Class 12 - Economics Online Class for Delhi School Students, July 14, 2020",Video,259,2.97,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Economics,"Economics online class for Delhi school students, Aug 04, 2020",Video,215,1.21,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Economics,"Economics online class for Delhi school students, July 28, 2020",Video,124,2.2,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Economics,XII ECONOMICS DETERMINATION OF INCOME AND EMPLOYMENT,Video,72,2.7,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Economics,XII ECONOMICS CHAPTER 4 POVERTY,Video,71,2.94,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Economics,XII ECONOMICS CHAPTER 5 HUMAN CAPITAL FORMATION IN INDIA,Video,65,2.42,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Economics,XII ECONOMICS CHAPTER 6 RURAL DEVELOPMENT,Video,58,7.32,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Economics,XII ECONOMICS CHAPTER 5 NATIONAL INCOME AND RELATED AGGREGATES.,Video,53,5.09,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Economics,XII ECONOMICS CHAPTER 2 NATIONAL INCOME AND RELATED AGGREGATES,Video,51,3.1,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Economics,XII ECONOMICS CHAPTER 2  National Income (Income Method),Video,48,3.47,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Economics,XII ECONOMICS DETERMINATION OF INCOME AND EMPLOYMENT,Video,44,1.36,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Economics,XII ECONOMICS COMPARATIVE DEVELOPMENT EXPERIENCES OF INDIA AND ITS NEIGHBOURS,Video,42,4.74,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Economics,XII ECONOMICS CHAPTER 1 NATIONAL INCOME AND RELATED AGGREGATES,Video,39,2.83,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Economics,XII ECONOMICS COMPARATIVE DEVELOPMENT EXPERIENCES OF INDIA AND ITS NEIGHBOURS,Video,39,3.86,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Economics,XII ECONOMICS CHAPTER 2 NATIONAL INCOME AND ACCOUNTING,Video,38,2.96,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Economics,"XII ECONOMICS CHAPTER 7EMPLOYMENT : GROWTH, INFORMALISATION AND OTHER ISSUES",Video,36,2.19,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Economics,XII ECONOMICS  NATIONAL INCOME AND RELATED AGGREGATES,Video,34,5.19,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Economics,"XII ECONOMICS CHAPTER 10 EMPLOYEMENT: GROWTH, INFORMALISATION AND OTHER ISSUES",Video,34,4.01,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Economics,XII ECONOMICS CHAPTER 5 NATIONAL INCOME AND RELATED AGGREGATES.,Video,32,2.5,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Economics,XII ECONOMICS CHAPTER 8 INFRASTUCTURE,Video,32,3.59,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Economics,XII ECONOMICS DETERMINATION OF INCOME AND EMPLOYMENT,Video,30,0.69,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Economics,XII ECONOMICS CHAPTER 9 ENVIRONMENT AND SUISTAINABLE DEVELOPEMENT,Video,29,3.65,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Economics,XII ECONOMICS CHAPTER 5 HUMAN CAPITAL FORMATION IN INDIA,Video,26,3.89,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Economics,XII ECONOMICS CHAPTER 9 ENVIRONMENT AND SUISTAINABLE DEVELOPEMENT,Video,25,3.68,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Economics,XII ECONOMICS CHAPTER 5 NATIONAL INCOME AND RELATED AGGREGATES.,Video,24,1.96,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Economics,XII ECONOMICS CHAPTER 2 NATIONAL INCOME,Video,21,1.48,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Economics,"Economics online class for Delhi school students, July 21, 2020",Video,18,3.09,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Economics,XII ECONOMICS CHAPTER 2 NATIONAL INCOME AND RELATED AGGREGATES,Video,18,7.36,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Economics,XII ECONOMICS DETERMINATION OF INCOME AND EMPLOYMENT,Video,18,0.53,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Economics,XII ECONOMICS CHAPTER 2 NATIONAL INCOME AND RELATED AGGREGATES,Video,13,1.43,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),English,"Class 12 - English Online Class for Delhi School Students, July 6th, 2020",Video,2875,3.02,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Geography,"Class 12 - Geography Online Class for Delhi School Students, July 10th, 2020",Video,514,2.68,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Geography,"Class 12 Geography online class for Delhi school students, July 17, 2020",Video,298,3.12,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Geography,"Geography online class for Delhi school students, July 31, 2020",Video,106,1.94,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Geography,"Class 12 Geography online class for Delhi school students, July 17, 2020",Video,80,3.02,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Geography,"Geography online class for Delhi school students, July 24, 2020",Video,73,2.68,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Geography,XII GEOGRAPHY MAP WORK,Video,66,3.3,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Geography,"Geography online class for Delhi school students, July 31, 2020",Video,48,2.33,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Geography,XII GEOGRAPHY MAP WORK,Video,47,5.29,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Geography,XII GEOGRAPHY CHAPTER 2 MIGRATION,Video,45,0.93,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Geography,XII GEOGRAPHY CHAPTER 7 TERTIARY AND QUATERNARY ACTIVES,Video,28,2.5,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Geography,XII GEOGRAPHY CHAPTER 1 POPULATION,Video,27,1.63,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Geography,XII GEOGRAPHY CHAPTER 2 MIGRATION : ENUMERATION AND CONSEQUENCES,Video,21,4.73,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Geography,XII GEOGRAPHY CHAPTER 6 WATER RESOURCE,Video,19,1.07,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Geography,XII GEOGRAPHY CHAPTER 9 PLANNING AND SUSTAINABLE DEVELOPEMENT IN INDIAN CONTEXT,Video,19,1.09,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Geography,XII GEOGRAPHY CHAPTER 3 HUMAN DEVELOPMENT,Video,18,1.44,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Geography,XII GEOGRAPHY CHAPTER 2 MIGRATION,Video,17,1.29,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Geography,XII GEOGRAPHY CHAPTER 4 HUMAN SETTLEMENT,Video,16,2.82,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Geography,XII GEOGRAPHY CHAPTER 12 GEOGRAPHICAL PERSPECTIVE ON SELECTED ISSUES AND PROBLEMS,Video,16,3.38,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Geography,XII GEOGRAPHY CHAPTER 4 HUMAN SETTLEMENTS,Video,14,1.17,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Geography,XII GEOGRAPHY CHAPTER 3 HUMAN DEVELOPMENT,Video,13,1.97,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Geography,XII GEOGRAPHY CHAPTER 7 MINERAL AND ENERGY RESOURCES,Video,12,2.16,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Geography,XII GEOGRAPHY CHAPTER 6 WATER RESOURCE,Video,11,0.56,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Geography,XII GEOGRAPHY CHAPTER 7 MINERAL AND ENERGY RESOURCES,Video,11,1.33,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Geography,XII GEOGRAPHY CHAPTER 7 TERTIARY AND QUATERNARY ACTIVES,Video,11,3.96,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Geography,XII GEOGRAPHY CHAPTER 9 PLANNING AND SUSTAINABLE DEVELOPEMENT IN INDIAN CONTEXT,Video,10,2.59,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Geography,XII GEOGRAPHY CHAPTER 12 Geographical Perspective on Selected Issues and Problems,Video,9,1.81,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Geography,XII GEOGRAPHY CHAPTER 3 POPULATION COMPOSITION,Video,8,9.64,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Health and Physical Education,XII PHYSICAL EDUCATION UNIT 1 PLANNING IN SPORTS,Video,1818,4.55,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Health and Physical Education,XII PHYSICAL EDUCATION CHAPTER 4 PHYSICAL EDUCATION AND SPORTS FOR CWSN,Video,1322,3.76,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Health and Physical Education,XII PHYSICAL EDUCATION INTRODUCTORY SESSION,Video,1097,3.98,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Health and Physical Education,XII PHYSICAL EDUCATION CHAPTER 10 TRAINING IN SPORTS,Video,716,5.02,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Health and Physical Education,XII PHYSICAL EDUCATION WHAT IS BYE,Video,705,4.31,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Health and Physical Education,XII PHYSICAL EDUCATION CHAPTER 3 YOGA AND LIFESTYLE,Video,669,4.51,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Health and Physical Education,XII PHYSICAL EDUCATION CHAPTER 2 SPORTS AND NUTRITION,Video,637,4.5,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Health and Physical Education,XII PHYSICAL EDUCATION CHILDREN AND WOMEN IN SPORTS,Video,633,4.82,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Health and Physical Education,XII PHYSICAL EDUCATION CHAPTER 2 SPORTS AND NUTRITION,Video,592,6.1,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Health and Physical Education,XII PHYSICAL EDUCATION  CHAPTER 3 YOGA AND LIFESTYLE,Video,438,4.07,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Health and Physical Education,XII PHYSICAL EDUCATION CHAPTER 8 BIOMECHANICS AND SPORTS,Video,324,6.71,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Health and Physical Education,XII PHYSICAL EDUCATION CHAPTER 7 PHYSIOLOGY AND INJURIES IN SPORTS,Video,294,4.61,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Health and Physical Education,XII PHYSICAL EDUCATION TEST AND MEASUREMENT IN SPORTS,Video,281,7.85,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Health and Physical Education,XII PHYSICAL EDUCATION CHAPTER 9 PSYCHOLOGY AND SPORTS,Video,235,5.89,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),Health and Physical Education,XII PHYSICAL EDUCATION CHAPTER 7 PHYSIOLOGY AND INJURIES IN SPORTS,Video,234,3.29,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),History,"Class 12 - History Online Class for Delhi School Students, July 6th, 2020",Video,1111,2.35,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),History,"History online class for Delhi school students, July 27, 2020",Video,618,1.35,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),History,Class 12 - History Online Class (Chapter 2),Video,345,2.03,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),History,"Class 12 History online class for Delhi school students, July 20, 2020",Video,174,2.77,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),History,XII HISTORY CHAPTER 6 à¤­à¤•à¥à¤¤à¤¿ à¤¸à¥‚à¤«à¥€ à¤ªà¤°à¤®à¥à¤ªà¤°à¤¾à¤¯à¥‡à¤‚,Video,113,4.31,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),History,XII HISTORY CHAPTER 6 à¤­à¤•à¥à¤¤à¤¿ à¤¸à¥‚à¤«à¥€ à¤ªà¤°à¤®à¥à¤ªà¤°à¤¾à¤¯à¥‡à¤‚,Video,110,2.51,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),History,XII HISTORY REVISION CHAPTER 2 AND 3,Video,83,2.22,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),History,XII HISTORY CHAPTER  9 KING AND CHRONICLES,Video,69,4.17,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),History,XII HISTORY  Chapter 13 Mahatma Gandhi and the Nationalist Movement ( Civil Disobedience and Beyond),Video,68,2.59,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),History,XII HISTORY CHAPTER 11 REBELS AND THE RAJ,Video,59,4.14,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),History,XII HISTORY Chapter 13 Mahatma Gandhi and the Nationalist Movement,Video,57,2.42,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),History,XII HISTORY CHAPTER  9 KING AND CHRONICALES,Video,48,2.72,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),History,XII HISTORY CHAPTER 6 BHAKTI SUFI PRAMPARAYEN,Video,45,2.48,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),History,XII HISTORY CHAPTER  9 KING AND CHRONICALES,Video,44,2.47,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),History,XII HISTORY CHAPTER 10 COLONIALISM AND THE COUNTRYSIDE,Video,44,5.1,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),History,XII HISTORY CHAPTER 10 COLONIALISM & THE COUNTRYSIDE,Video,43,4.31,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),History,XII HISTORY CHAPTER 7 AN IMPERIAL CAPITAL: VIJAYANAGRA,Video,41,5.44,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),History,XII HISTORY CHAPTER 11 REBELS AND THE RAJ,Video,37,2.19,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),History,XII HISTORY CHAPTER 9 KING AND CHRONICLES,Video,36,1.72,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),History,XII HISTORY CHAPTER 11 REBELS AND THE RAJ,Video,36,3.11,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),History,XII HISTORY  CHAPTER 7  An Imperial Capital: Vijayanagara,Video,35,3.16,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),History,XII HISTORY CHAPTER 15 FRAMING OF CONSTITUTION,Video,31,1.43,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),History,XII HISTORY CHAPTER 7 An Imperial Capital: Vijayanagara,Video,26,1.21,Class 12,"['English', 'Hindi']",ETB
Delhi,10,State (Delhi),History,XII HISTORY CHAPTER 15 FRAMING THE CONSTITUTION,Video,25,2.44,Class 12,"['English', 'Hindi']",ETB
