state_name,state_code,board,subject,content_name,mime_type,total_no_of_plays(App and Portal),total_play_time(App and Portal),grade,medium,category
Delhi,10,CBSE (Delhi),English,A letter to God,YouTube Content,1837,3.38,Class 10,English,ETB
Delhi,10,CBSE (Delhi),English,Fire and Ice,YouTube Content,900,2.22,Class 10,English,ETB
Delhi,10,CBSE (Delhi),English,A dust of Snow,YouTube Content,409,5.14,Class 10,English,ETB
Delhi,10,CBSE (Delhi),Mathematics,Real Numbers,YouTube Content,1991,2.49,Class 10,English,ETB
Delhi,10,CBSE (Delhi),Mathematics,Coordinate Geometry - Hook and Knowledge Capsule,Video,1240,3.14,Class 10,English,ETB
Delhi,10,CBSE (Delhi),Mathematics,DoE Worksheets,Document,1076,1.99,Class 10,English,ETB
Delhi,10,CBSE (Delhi),Mathematics,Polynomials,YouTube Content,621,2.72,Class 10,English,ETB
Delhi,10,CBSE (Delhi),Mathematics,Coordinate Geometry - Illustrative Examples,Video,329,1.87,Class 10,English,ETB
Delhi,10,CBSE (Delhi),Mathematics,Coordinate Geometry Misconceptions,Video,187,1.58,Class 10,English,ETB
Delhi,10,CBSE (Delhi),Science,DoE Worksheets,Document,1247,1.13,Class 10,English,ETB
Delhi,10,CBSE (Delhi),Social Studies,DoE Worksheets,Document,3174,1.01,Class 10,English,ETB
Delhi,10,CBSE (Delhi),Social Studies,DoE Worksheets,Document,2011,0.75,Class 10,English,ETB
Delhi,10,CBSE (Delhi),Social Studies,DoE Worksheets,Document,822,0.81,Class 10,English,ETB
Delhi,10,CBSE (Delhi),Social Studies,Power sharing,YouTube Content,792,1.67,Class 10,English,ETB
Delhi,10,CBSE (Delhi),Social Studies,Federalism,YouTube Content,370,8.36,Class 10,English,ETB
Delhi,10,CBSE (Delhi),English,20 aug English Class X,Document,594,0.56,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Mathematics,DoE Worksheets,Document,672,0.97,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Mathematics,DoE Worksheets,Document,369,0.95,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,DoE Worksheets,Document,1147,1.15,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,3. Metals and Non-Metals,YouTube Content,463,1.56,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,DoE Worksheets,Document,432,0.76,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,6. Life Processes,YouTube Content,323,1.43,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,1. Chemical Reactions and Equations,YouTube Content,158,2.53,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,12. Electricity,YouTube Content,152,2,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,1. Chemical Reactions and Equations,YouTube Content,140,2.41,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,14. Sources of Energy,YouTube Content,138,2.74,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,12. Electricity,YouTube Content,136,2.15,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,10. Light Reflection and Refraction,YouTube Content,128,2.37,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,6. Life Processes,YouTube Content,118,2.26,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,13. Magnetic Effects of Electric Current,YouTube Content,117,3.48,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,1. Chemical Reactions and Equations,YouTube Content,116,1.57,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,10. Light Reflection and Refraction,YouTube Content,109,1.69,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,1. Chemical Reactions and Equations,YouTube Content,106,2.05,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,11. Human Eye and Colourful World,YouTube Content,104,3.13,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,1. Chemical Reactions and Equations,YouTube Content,101,1.33,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,6. Life Processes,YouTube Content,101,1.6,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,9. Heredity and Evolution,YouTube Content,100,2.23,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,13. Magnetic Effects of Electric Current,YouTube Content,100,1.15,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,6. Life Processes,YouTube Content,99,2.66,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,4. Carbon and Its Compounds,YouTube Content,94,3.83,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,10. Light Reflection and Refraction,YouTube Content,89,1.51,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,"2. Acids, Bases and Salts",YouTube Content,84,1.46,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,10. Light Reflection and Refraction,YouTube Content,84,1.74,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,16. Management of Natural Resources,YouTube Content,84,2.87,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,5. Periodic Classification of Elements,YouTube Content,82,2.8,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,1. Chemical Reactions and Equations,YouTube Content,81,1.99,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,9. Heredity and Evolution,YouTube Content,81,1.93,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,12. Electricity,YouTube Content,81,1.58,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,1. Chemical Reactions and Equations,YouTube Content,80,4.25,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,10. Light Reflection and Refraction,YouTube Content,79,2.07,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,6. Life Processes,YouTube Content,77,3.21,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,12. Electricity,YouTube Content,77,1.51,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,6. Life Processes,YouTube Content,76,2.11,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,11. Human Eye and Colourful World,YouTube Content,75,2.29,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,12. Electricity,YouTube Content,75,2.99,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,1. Chemical Reactions and Equations,YouTube Content,73,5.26,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,11. Human Eye and Colourful World,YouTube Content,71,3.09,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,6. Life Processes,YouTube Content,68,2.15,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,13. Magnetic Effects of Electric Current,YouTube Content,67,2.39,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,12. Electricity,YouTube Content,66,3.04,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,12. Electricity,YouTube Content,66,2.02,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,4. Carbon and Its Compounds,YouTube Content,64,0.97,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,10. Light Reflection and Refraction,YouTube Content,64,1.41,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,10. Light Reflection and Refraction,YouTube Content,64,2.37,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,13. Magnetic Effects of Electric Current,YouTube Content,62,5.42,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,9. Heredity and Evolution,YouTube Content,61,2.59,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,9. Heredity and Evolution,YouTube Content,60,7.19,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,15. Our Environment,YouTube Content,60,2.08,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,6. Life Processes,YouTube Content,57,2.66,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,12. Electricity,YouTube Content,57,1.67,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,13. Magnetic Effects of Electric Current,YouTube Content,57,1.78,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,6. Life Processes,YouTube Content,56,9.35,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,10. Light Reflection and Refraction,YouTube Content,52,2.22,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,11. Human Eye and Colourful World,YouTube Content,52,1.38,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,4. Carbon and Its Compounds,YouTube Content,48,1.33,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,8. How do Organisms Reproduce?,YouTube Content,48,2.81,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,11. Human Eye and Colourful World,YouTube Content,46,3.82,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,15. Our Environment,YouTube Content,45,1.73,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,"2. Acids, Bases and Salts",YouTube Content,44,1.37,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,8. How do Organisms Reproduce?,YouTube Content,44,1.8,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,8. How do Organisms Reproduce?,YouTube Content,43,2.71,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,14. Sources of Energy,YouTube Content,43,1.64,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,13. Magnetic Effects of Electric Current,YouTube Content,41,2.96,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,4. Carbon and Its Compounds,YouTube Content,40,1.59,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,13. Magnetic Effects of Electric Current,YouTube Content,40,2.1,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,6. Life Processes,YouTube Content,38,1.32,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,12. Electricity,YouTube Content,38,1.21,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,8. How do Organisms Reproduce?,YouTube Content,37,1.63,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,9. Heredity and Evolution,YouTube Content,37,2.23,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,10. Light Reflection and Refraction,YouTube Content,37,1.7,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,13. Magnetic Effects of Electric Current,YouTube Content,37,3.17,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,5. Periodic Classification of Elements,YouTube Content,36,3.64,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,14. Sources of Energy,YouTube Content,36,2.89,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,11. Human Eye and Colourful World,YouTube Content,35,2.22,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,5. Periodic Classification of Elements,YouTube Content,34,2.71,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,16. Management of Natural Resources,YouTube Content,34,1.69,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,16. Management of Natural Resources,YouTube Content,33,3.95,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,16. Management of Natural Resources,YouTube Content,33,0.97,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,11. Human Eye and Colourful World,YouTube Content,32,3.84,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,9. Heredity and Evolution,YouTube Content,31,3.87,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,5. Periodic Classification of Elements,YouTube Content,30,1.65,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,15. Our Environment,YouTube Content,28,0.38,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,13. Magnetic Effects of Electric Current,YouTube Content,27,1.1,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,13. Magnetic Effects of Electric Current,YouTube Content,27,1.28,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,16. Management of Natural Resources,YouTube Content,27,3.14,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,13. Magnetic Effects of Electric Current,YouTube Content,24,4.11,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,5. Periodic Classification of Elements,YouTube Content,23,1.26,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,13. Magnetic Effects of Electric Current,YouTube Content,23,1.3,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,16. Management of Natural Resources,YouTube Content,23,1.39,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,9. Heredity and Evolution,YouTube Content,22,1.7,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,16. Management of Natural Resources,YouTube Content,22,1.28,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,7. Control and Coordination,YouTube Content,21,1.26,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,4. Carbon and Its Compounds,YouTube Content,19,1.22,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Science,13. Magnetic Effects of Electric Current,YouTube Content,18,1.18,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,DoE Worksheets,Document,898,0.8,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,DoE Worksheets,Document,367,0.66,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,India and the Contemporary World-II,YouTube Content,267,5.16,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,Democratic Politics-II,YouTube Content,254,2.28,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,DoE Worksheets,Document,217,0.64,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,India and the Contemporary World-II,YouTube Content,200,1.17,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,India and the Contemporary World-II,YouTube Content,189,5.73,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,India and the Contemporary World-II,YouTube Content,121,0.92,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,Understanding Economic Development,YouTube Content,97,1.49,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,India and the Contemporary World-II,YouTube Content,90,2.3,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,India and the Contemporary World-II,YouTube Content,83,2.48,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,Democratic Politics-II,YouTube Content,79,5.72,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,Contemporary India-II,YouTube Content,78,2.79,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,Understanding Economic Development,YouTube Content,74,5.76,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,India and the Contemporary World-II,YouTube Content,70,2.23,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,India and the Contemporary World-II,YouTube Content,69,2.46,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,Democratic Politics-II,YouTube Content,67,3.17,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,India and the Contemporary World-II,YouTube Content,65,1.56,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,India and the Contemporary World-II,YouTube Content,61,1.75,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,Contemporary India-II,YouTube Content,56,1.73,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,Contemporary India-II,YouTube Content,55,2.31,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,Democratic Politics-II,YouTube Content,54,2,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,India and the Contemporary World-II,YouTube Content,54,3.93,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,Democratic Politics-II,YouTube Content,52,2.13,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,Contemporary India-II,YouTube Content,52,0.48,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,Understanding Economic Development,YouTube Content,51,3.49,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,Contemporary India-II,YouTube Content,51,1.38,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,India and the Contemporary World-II,YouTube Content,49,2.84,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,Contemporary India-II,YouTube Content,47,2.05,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,India and the Contemporary World-II,YouTube Content,45,1.55,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,Democratic Politics-II,YouTube Content,44,1.78,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,Understanding Economic Development,YouTube Content,44,5.61,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,Contemporary India-II,YouTube Content,44,3.59,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,Democratic Politics-II,YouTube Content,42,3.83,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,Democratic Politics-II,YouTube Content,41,0.87,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,Understanding Economic Development,YouTube Content,40,3.36,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,Democratic Politics-II,YouTube Content,39,1.88,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,Contemporary India-II,YouTube Content,39,4.02,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,Contemporary India-II,YouTube Content,39,1.82,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,Contemporary India-II,YouTube Content,38,1.93,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,India and the Contemporary World-II,YouTube Content,38,0.55,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,Democratic Politics-II,YouTube Content,37,1.64,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,Understanding Economic Development,YouTube Content,37,1.46,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,Contemporary India-II,YouTube Content,37,2.65,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,India and the Contemporary World-II,YouTube Content,36,2.31,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,India and the Contemporary World-II,YouTube Content,36,2.34,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,India and the Contemporary World-II,YouTube Content,35,4.22,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,India and the Contemporary World-II,YouTube Content,35,2.32,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,India and the Contemporary World-II,YouTube Content,35,3.22,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,Democratic Politics-II,YouTube Content,34,1.42,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,Democratic Politics-II,YouTube Content,34,4.66,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,Understanding Economic Development,YouTube Content,34,2.06,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,Democratic Politics-II,YouTube Content,33,0.95,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,Contemporary India-II,YouTube Content,33,0.78,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,Democratic Politics-II,YouTube Content,32,1.91,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,Democratic Politics-II,YouTube Content,32,1.49,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,Democratic Politics-II,YouTube Content,31,3.11,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,India and the Contemporary World-II,YouTube Content,31,2.57,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,Democratic Politics-II,YouTube Content,30,1.95,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,India and the Contemporary World-II,YouTube Content,29,0.96,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,India and the Contemporary World-II,YouTube Content,29,2.2,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,Democratic Politics-II,YouTube Content,28,3.86,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,Democratic Politics-II,YouTube Content,27,0.96,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,Understanding Economic Development,YouTube Content,25,1.39,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,Contemporary India-II,YouTube Content,25,0.74,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,Democratic Politics-II,YouTube Content,24,2.23,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,Understanding Economic Development,YouTube Content,24,1.94,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,Contemporary India-II,YouTube Content,24,1.8,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,Democratic Politics-II,YouTube Content,22,1.23,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,Understanding Economic Development,YouTube Content,22,1.1,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,Understanding Economic Development,YouTube Content,22,0.93,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,Contemporary India-II,YouTube Content,22,5.64,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,Understanding Economic Development,YouTube Content,21,3.09,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,India and the Contemporary World-II,YouTube Content,20,2.22,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,Democratic Politics-II,YouTube Content,19,3.61,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,Contemporary India-II,YouTube Content,19,0.68,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,Democratic Politics-II,YouTube Content,18,2.65,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,Understanding Economic Development,YouTube Content,18,1.89,Class 10,Hindi,ETB
Delhi,10,CBSE (Delhi),Social Studies,Contemporary India-II,YouTube Content,14,1.04,Class 10,Hindi,ETB
Delhi,10,State (Delhi),Education,Acknowledgement- Online Safety Protocol and Cyber Security,Document,23295,0.29,CPD,English,ETB
Delhi,10,State (Delhi),Education,INTRODUCTION : ONLINE SAFETY PROTOCOLS & CYBER SECURITY,Document,20070,4.63,CPD,English,ETB
Delhi,10,State (Delhi),Education,ONLINE SAFETY PROTOCOLS,Document,19461,5.73,CPD,English,ETB
Delhi,10,State (Delhi),Education,Course Name,Video,19380,0.32,CPD,English,ETB
Delhi,10,State (Delhi),Education,2(b) CYBER SAFETY PROTOCOLS WHILE ONLINE TEACHING AND LEARNING PROCESS,Video,17821,0.91,CPD,English,ETB
Delhi,10,State (Delhi),Education,Acknowledgement (Educational Leadership),Document,17132,0.37,CPD,English,ETB
Delhi,10,State (Delhi),Education,2(a) CYBER SAFETY PROTOCOLS WHILE ONLINE TEACHING AND LEARNING PROCESS,Document,17079,4.41,CPD,English,ETB
Delhi,10,State (Delhi),Education,PRE ASSESSMENT ONLINE SAFETY PROTOCOL AND CYBER SECURITY,Interactive Content,16807,7.84,CPD,English,ETB
Delhi,10,State (Delhi),Education,Introduction of the Course,Video,16090,0.98,CPD,English,ETB
Delhi,10,State (Delhi),Education,4-1 DIGITAL DETOX,Document,15914,0.18,CPD,English,ETB
Delhi,10,State (Delhi),Education,Learning Objectives of the Course,Video,15547,0.51,CPD,English,ETB
Delhi,10,State (Delhi),Education,Introduction (Educational Leadership),Document,15271,0.46,CPD,English,ETB
Delhi,10,State (Delhi),Education,4-2 DIGITAL DETOX,Video,15090,0.57,CPD,English,ETB
Delhi,10,State (Delhi),Education,1.1 Concept of Teacher Leader,Video,14596,0.99,CPD,English,ETB
Delhi,10,State (Delhi),Education,Post Assessment Online Safety Protocol and Cyber Security ,Interactive Content,14335,7.08,CPD,English,ETB
Delhi,10,State (Delhi),Education,4-3 DIGITAL DETOX,Video,14078,1.46,CPD,English,ETB
Delhi,10,State (Delhi),Education,2(c) CYBER SAFETY PROTOCOLS WHILE ONLINE TEACHING AND LEARNING PROCESS,Document,13987,0.52,CPD,English,ETB
Delhi,10,State (Delhi),Education,4-4 DIGITAL DETOX,Video,13933,1.21,CPD,English,ETB
Delhi,10,State (Delhi),Education,4-18 DIGITAL DETOX,Video,13705,0.59,CPD,English,ETB
Delhi,10,State (Delhi),Education,4-6 DIGITAL DETOX,Video,13476,1,CPD,English,ETB
Delhi,10,State (Delhi),Education,4-5 DIGITAL DETOX,Video,13399,0.44,CPD,English,ETB
Delhi,10,State (Delhi),Education,4-8 DIGITAL DETOX,Video,13338,1.27,CPD,English,ETB
Delhi,10,State (Delhi),Education,4-12 DIGITAL DETOX,Video,13336,0.58,CPD,English,ETB
Delhi,10,State (Delhi),Education,4-9 DIGITAL DETOX,Video,13305,0.82,CPD,English,ETB
Delhi,10,State (Delhi),Education,4-13 DIGITAL DETOX,Video,13272,1.71,CPD,English,ETB
Delhi,10,State (Delhi),Education,4-15 DIGITAL DETOX,Video,13249,2.32,CPD,English,ETB
Delhi,10,State (Delhi),Education,4-7 DIGITAL DETOX,Video,13242,0.85,CPD,English,ETB
Delhi,10,State (Delhi),Education,4-16 DIGITAL DETOX,Video,13232,1.4,CPD,English,ETB
Delhi,10,State (Delhi),Education,4-11 DIGITAL DETOX,Video,13230,1.82,CPD,English,ETB
Delhi,10,State (Delhi),Education,4-17 DIGITAL DETOX,Video,13205,1,CPD,English,ETB
Delhi,10,State (Delhi),Education,4-14 DIGITAL DETOX,Video,13000,0.48,CPD,English,ETB
Delhi,10,State (Delhi),Education,4-10 DIGITAL DETOX,Video,12978,0.59,CPD,English,ETB
Delhi,10,State (Delhi),Education,Pre-Assessment (Educational Leadership),Interactive Content,12701,3.17,CPD,English,ETB
Delhi,10,State (Delhi),Education,1.2 Concept of Celebrity Teacher,Video,11974,0.83,CPD,English,ETB
Delhi,10,State (Delhi),Education,1.7.1 What is Leadership?,Document,11782,0.54,CPD,English,ETB
Delhi,10,State (Delhi),Education,1.8 What is Educational Leadership?,Video,11465,1.31,CPD,English,ETB
Delhi,10,State (Delhi),Education,2.1 Teacher as a Leader,Video,11064,0.6,CPD,English,ETB
Delhi,10,State (Delhi),Education,1.3 Concept of Mentor Teacher,Video,11011,0.57,CPD,English,ETB
Delhi,10,State (Delhi),Education,3.1 Teacher Leadership: Skill and Potential Building,Video,10969,1.39,CPD,English,ETB
Delhi,10,State (Delhi),Education,1.10.1 Practice Question,Document,10889,0.47,CPD,English,ETB
Delhi,10,State (Delhi),Education,1.6 Multiple Roles of a Teacher,Video,10877,0.73,CPD,English,ETB
Delhi,10,State (Delhi),Education,1.4 Concept of Facilitator Teacher,Video,10788,0.62,CPD,English,ETB
Delhi,10,State (Delhi),Education,1.6.1 Multiple Roles of a Teacher,Video,10774,0.88,CPD,English,ETB
Delhi,10,State (Delhi),Education,4.1 Teacher Leadership,Document,10769,0.81,CPD,English,ETB
